Filename,emotion_tone_Anger_normalized_score,emotion_tone_Anger_word_count,emotion_tone_Cheerfulness_normalized_score,emotion_tone_Cheerfulness_word_count,emotion_tone_Negative_normalized_score,emotion_tone_Negative_word_count,social_tone_Agreeableness_Big5_normalized_score,social_tone_Agreeableness_Big5_word_count,social_tone_Conscientiousness_Big5_normalized_score,social_tone_Conscientiousness_Big5_word_count,social_tone_Openness_Big5_normalized_score,social_tone_Openness_Big5_word_count,writing_tone_Analytical_normalized_score,writing_tone_Analytical_word_count,writing_tone_Confident_normalized_score,writing_tone_Confident_word_count,writing_tone_Tentative_normalized_score,writing_tone_Tentative_word_count
d_monaco_18.txt,1,1,0.619219114,6,0.753299663,2,0.941671684,96,0.44843499,61,0.031843413,141,0.377984848,6,0.972168831,3,0.34,3
d_monaco_19.txt,0.985215273,1,0.723686151,6,0.932465722,3,0.980976184,79,0.062168603,67,0.035499257,146,0.926689503,16,0.512180095,1,0.474976303,4
d_monaco_2.txt,0,0,0,0,0.927761069,1,0.985891528,50,0.872619262,39,0.056468152,76,0.5,4,1,3,0,0
d_monaco_20.txt,1,1,0.242478992,2,1,4,0.971649401,57,0.099586835,38,0.009129929,91,0.42931268,4,0.834603922,1,0.11589916,1
d_monaco_3.txt,0,0,0.075899155,1,0.637938534,1,0.98986898,66,0.099153158,44,0.015758827,99,0.456566993,5,1,3,0.292701483,2
d_monaco_4.txt,0,0,0.648738615,4,0.989632198,4,0.986488501,101,0.133763096,77,0.03036928,156,0.801713396,12,0.986984318,4,0.697632909,6
d_monaco_5.txt,0,0,0.96184981,10,0.553850746,1,0.89041791,88,0.08828208,61,0.024852251,145,0.719136848,9,0.904309701,2,0.824950249,7
d_monaco_6.txt,0,0,0.614574899,2,0,0,0.985490567,31,0.09556391,16,0.005421033,38,1,5,0,0,0.427327141,1
d_monaco_7.txt,0,0,0.467258074,1,0,0,0.322582054,8,0.947864371,6,0.905110408,21,0,0,0,0,0,0
d_monaco_8.txt,0,0,0.198684211,2,0,0,0.984623434,64,0.097517902,36,0.018791005,91,1,12,0.77,1,0.328312448,2
d_monaco_9.txt,0,0,0.406361448,3,0.601516459,1,0.954297006,75,0.369397982,41,0.016052559,110,0.502732919,6,0.678182537,1,0.661265738,4
d_sofitel_1.txt,0,0,0.73,5,0.961748709,2,0.602253065,56,0.078883476,44,0.078586663,94,0.599896444,6,0.74,1,0.097974414,1
d_sofitel_10.txt,0,0,0.970155692,7,0.654526019,1,0.617034443,58,0.069268584,46,0.065406105,90,0.64,6,1,3,0.925177239,9
d_sofitel_11.txt,1,2,0,0,1,3,0.33560235,19,0.065736199,11,0.14354861,26,0,0,1,2,0.695309654,1
d_sofitel_12.txt,1,1,0.159523639,1,0.980282756,3,0.988613263,78,0.261634695,50,0.009719687,115,0.605628307,7,0,0,0.458981481,3
d_sofitel_13.txt,0,0,0.803219697,5,0,0,0.937356771,69,0.287757205,43,0.039825573,107,0.70819482,7,0,0,0.274680931,2
d_sofitel_14.txt,1,1,0,0,1,2,0.712647167,34,0.510108548,14,0.128271435,47,0,0,0,0,0,0
d_sofitel_15.txt,0,0,0.681298157,7,0,0,0.293338218,59,0.574515827,48,0.756891655,119,0.616960352,10,0,0,0.05408433,1
d_sofitel_16.txt,1,1,0.3837997,3,0.813761283,2,0.152209998,44,0.180852242,48,0.944665054,108,0.446611296,5,0,0,0.825784884,6
d_sofitel_17.txt,1,2,0.45144228,4,1,7,0.831951058,85,0.079507473,69,0.012332045,136,0.931952753,14,0.588580881,1,0.39413328,3
d_sofitel_18.txt,0,0,0.170223193,2,0.62395429,1,0.476426699,39,0.345240571,38,0.856969343,88,0.428627667,5,0,0,0.859463087,6
d_sofitel_19.txt,0,0,0.797819147,6,0,0,0.979560527,101,0.334833092,58,0.030410207,149,0.432274247,7,1,5,0.853043478,8
d_sofitel_2.txt,0,0,0.966021634,13,1,4,0.981029149,109,0.077898659,73,0.007812738,166,0.561498771,9,0.985256986,4,0.761831832,7
d_sofitel_20.txt,0,0,0.418630197,3,0.943521747,2,1,77,0.342916321,47,0.006761871,116,0.832911627,7,0.703973856,1,0.5,3
d_sofitel_3.txt,0,0,0.27675856,3,0.855377068,2,1,129,0.146403941,52,0.003891087,177,0.709068883,11,0.854209861,2,0.123787611,2
d_sofitel_4.txt,1,3,0.967554487,11,0.983243805,6,0.981149548,103,0.230416561,80,0.041702858,148,0.79869814,12,1,5,0.677892351,6
d_sofitel_5.txt,1,1,0.31,2,1,5,0.636010189,69,0.239600154,49,0.140445692,108,0.41741665,5,0.957076253,2,0.769302832,5
d_sofitel_6.txt,0,0,0.786979357,6,0,0,0.768078374,66,0.173378324,58,0.036947787,124,0.989092664,14,0.651810217,1,0.61810249,4
d_sofitel_7.txt,0,0,1,9,0,0,0.881577892,51,0.496375405,51,0.098740701,83,0.746871412,7,1,5,0.897501991,7
d_sofitel_8.txt,0,0,0.065836282,1,0,0,0.737216636,69,0.069508059,57,0.052109796,123,0.91,13,0,0,0.384075691,3
d_sofitel_9.txt,0,0,0.624826007,3,0,0,0.932232143,36,0.064863683,35,0.046350077,59,0.695192744,4,1,5,0.61810249,2
d_affinia_1.txt,0,0,0.936563193,6,1,3,0.950205675,73,0.06700241,50,0.012102896,124,0.381911814,4,1,4,0.891268209,8
d_affinia_10.txt,0,0,0.748622771,7,0.710505747,1,0.97508153,116,0.228494895,72,0.008167027,167,0.623616162,10,1,5,0.685973397,6
d_affinia_11.txt,1,1,0.923003755,2,0.878735294,1,0.548559561,26,0.077629439,24,0.232278436,45,0.917359429,5,0.968567775,1,0.721516227,2
d_affinia_12.txt,1,3,0.60808114,3,0.956132155,3,0.168358931,39,0.535306089,46,0.885464952,90,0.21,3,0.729535985,1,0.54,3
d_affinia_13.txt,0,0,0.455200252,4,0.947394267,4,0.987028546,120,0.550570074,92,0.008589226,194,0.402783865,8,0.799693762,2,0.764050465,8
d_affinia_14.txt,0,0,0.237458333,2,0.795488708,2,1,97,0.706192308,49,0.012414666,140,0.23842735,4,0.981791525,3,0.396739854,3
d_affinia_15.txt,1,1,0.178313953,1,1,3,0.787907621,37,0.007359383,31,0.038949725,51,0.902635328,5,1,2,0.695309654,2
d_affinia_16.txt,0,0,0.416386555,2,0.91630094,2,0.914419596,59,0.017598753,35,0.015177012,88,0.742771883,6,0.983265342,2,0.414801631,2
d_affinia_17.txt,1,1,0.353542413,3,1,6,0.917502645,77,0.384392402,55,0.09472884,126,0.602384793,8,0.93,2,0.17,2
d_affinia_18.txt,0,0,0,0,0.956132155,1,0.971719895,52,0.54071905,25,0.009914374,67,0.393108553,3,0.917421875,1,0.54,2
d_affinia_19.txt,1,1,0,0,1,2,0.981272314,32,0.222411235,20,0.045843587,46,0.617745098,2,1,3,0,0
d_affinia_2.txt,1,1,0.279405385,2,0.923118287,2,0.976709618,76,0.076539939,50,0.018269635,113,0.059541968,2,0.942640693,2,0.725830255,5
d_affinia_20.txt,1,2,0.981907143,17,0.874451613,3,0.958002292,122,0.012923792,84,0.015795453,180,0.982965708,26,0.741971326,2,0.833864416,10
d_affinia_3.txt,0,0,0.745886595,4,0.985472452,2,0.980171354,56,0.001604302,39,0.016240421,86,0.856725664,6,0.984439178,2,0.88,5
d_affinia_4.txt,1,1,0.698458824,4,0.95487844,2,0.982730255,68,0.294678464,37,0.027503801,103,0.323227273,4,0.962611694,2,0.693595252,4
d_affinia_5.txt,0,0,0.363724868,2,1,2,0.953582957,43,0.175070105,27,0.06818369,65,0.623616162,4,0,0,0.180577558,1
d_affinia_6.txt,0.939915306,1,0.512257846,8,1,6,0.9665102,139,0.123653721,97,0.071343647,213,0.739769841,17,1,8,0.447477341,6
d_affinia_7.txt,0,0,0.283935643,5,0.889055944,3,0.97629797,164,0.153289963,123,0.082525111,267,0.87077453,25,0.913653846,4,0.747969231,12
d_affinia_8.txt,1,1,0,0,1,2,0.593525974,36,0.061449836,26,0.132714267,53,0.845516165,5,0.945345016,1,0.835617308,3
d_affinia_9.txt,0,0,0.964912459,5,0.71237069,1,0.808800358,42,0.555354016,37,0.092733699,70,0.628717532,5,0,0,0.83312212,4
d_ambassador_1.txt,1,2,0.317085714,1,1,3,0.048013915,17,0.004553005,16,0.266832597,33,0.546633333,2,1,1,0.8584,2
d_ambassador_10.txt,0.98479139,1,0.716653718,6,0.872292453,3,0.887508918,85,0.292814157,65,0.169661126,144,0.508301887,8,0,0,0.773166274,7
d_ambassador_11.txt,0,0,0.265026344,3,0.98784357,8,0.951238335,142,0.018535728,103,0.008168815,216,0.87549621,18,0.982962503,5,0.807690802,10
d_ambassador_12.txt,1,2,0.483665689,7,0.975378377,5,0.987031602,161,0.094902074,99,0.00705408,254,0.450339423,12,0.96828637,5,0.312060436,5
d_ambassador_13.txt,1,2,0.599796048,9,0.892106444,4,0.98603502,158,0.015722955,111,0.006019825,241,0.945730307,27,0.361586591,1,0.564840835,7
d_ambassador_14.txt,0,0,0.419084804,3,0.920381275,2,0.979900924,119,0.368383313,67,0.008631306,160,0.612299854,10,0.85,2,0.682351213,6
d_ambassador_15.txt,0,0,0.3837997,2,0.890953021,1,0.694519252,56,0.0141269,48,0.205151777,89,0.982467002,10,1,4,0.753307494,4
d_ambassador_16.txt,0.943591388,1,0.664990724,8,0.896829987,4,0.8823063,145,0.155082906,92,0.092766898,215,0.731938352,15,0.687869324,2,0.57665305,7
d_ambassador_17.txt,0,0,0.698458824,5,1,3,0.894827586,66,0.166521989,36,0.141299724,100,0.578058355,6,0,0,0.271162162,2
d_ambassador_18.txt,0,0,0,0,1,2,0.631044667,46,0.149471445,38,0.55820974,90,0.690858643,6,0.795158068,1,0.6118422,3
d_ambassador_19.txt,1,1,0,0,1,2,1,49,0.380499686,23,0.000853505,65,0.45272337,2,0.94,1,0.609181287,2
d_ambassador_2.txt,0,0,0.467258074,2,0,0,1,52,0.216305284,29,0.003249184,82,0.695192744,4,1,3,0.48,2
d_ambassador_20.txt,0.978920354,1,0.362503161,3,0.709418773,2,0.908032675,85,0.567771106,68,0.341348536,142,0.043866312,2,0.958920354,3,0.432608017,4
d_ambassador_3.txt,0,0,0.782502034,3,0.930626577,2,0.988887967,56,0.276589068,35,0.008891794,84,0.333301887,3,0.987436521,2,0.47,2
d_ambassador_4.txt,0,0,0.208503401,2,0.95901769,3,0.981253601,83,0.266461497,58,0.137276125,137,0.302907518,5,1,5,0.550315533,4
d_ambassador_5.txt,0,0,0.946340939,4,0.72,1,0.808689062,46,0.58438838,34,0.146251482,74,0.319090798,3,0.862151515,1,0.836887586,4
d_ambassador_6.txt,0,0,0.564307004,2,0.965322158,1,0.71400541,37,0.176947938,30,0.196475196,59,0.876224058,6,1,3,0,0
d_ambassador_7.txt,1,1,0.706545168,4,1,4,0.665438308,55,0.006112205,45,0.032073582,84,0.925511274,9,1,4,0.867504202,5
d_ambassador_8.txt,1,1,0.385732881,3,1,4,0.766691179,74,0.339270927,49,0.439180262,112,0.254871152,3,1,6,0.203294347,2
d_ambassador_9.txt,0,0,0.51621583,2,0,0,0.989991875,62,0.02661093,47,0.009052351,92,0.965381679,12,0.973278081,2,0.344332061,2
d_hardrock_1.txt,1,1,0.591651636,3,0.860111857,2,0.79334152,59,0.14483519,54,0.092182242,109,0.759966443,8,0.715919463,1,0.900147617,8
d_hardrock_10.txt,0,0,0.948062883,6,0.926568428,1,0.805936286,41,0.127867149,32,0.41212844,70,0.496605505,4,0.864342508,1,0.454449541,2
d_hardrock_11.txt,0,0,0.387688805,2,0.975660648,2,0.798054679,36,0.007724466,23,0.196475196,57,0.688237453,4,1,4,0.206627451,1
d_hardrock_12.txt,1,3,0.626998672,5,0.825085114,3,0.860915987,112,0.251680913,78,0.034192754,183,0.482721422,9,0.433952191,1,0.513432135,5
d_hardrock_13.txt,0,0,0.651092233,2,0,0,0.951425125,38,0.392205069,26,0.079737065,60,0.282785714,2,0,0,0,0
d_hardrock_14.txt,0,0,0,0,0.952422181,1,0.518720053,19,0.153983765,16,0.125815852,33,0.566790353,2,1,1,0,0
d_hardrock_15.txt,0,0,0,0,0,0,0.625431591,27,0.004403004,18,0.053408948,45,0.354749455,2,0,0,0,0
d_hardrock_16.txt,0.949816477,1,0.601454151,7,0.866128293,4,0.98577674,134,0.154303709,105,0.016958473,201,0.629506404,13,0.962302405,4,0.903008235,16
d_hardrock_17.txt,1,3,0.852467532,3,1,4,0.194909558,27,0,25,0.110424426,47,1,9,0,0,0.854285714,3
d_hardrock_18.txt,1,1,0.643463081,2,0.980282756,2,0.984498103,45,0.251346481,21,0.013731529,58,0.278774577,2,0.950460905,1,0.227368279,1
d_hardrock_19.txt,0.972582809,2,0.857568134,14,0.878377358,6,0.870579869,195,0.444182128,137,0.102918701,325,0.67256761,22,0.833773864,4,0.399707085,8
d_hardrock_2.txt,0,0,0.756248956,5,1,2,0.514969059,34,0.278782801,38,0.358991895,83,0.844803375,8,0.77,1,0.587309468,3
d_hardrock_20.txt,1,1,0.637033771,4,0.979182162,4,0.982012364,79,0.332758172,47,0.056930707,114,0.381911814,5,0.985961348,3,0.743158537,5
d_hardrock_3.txt,0.977336245,1,0.272875009,4,0.707060233,2,0.802091039,101,0.472472436,81,0.130458876,166,0.23165603,5,0.983844571,4,0.246992735,3
d_hardrock_4.txt,0,0,0.569508211,5,0.533576611,1,0.91484629,100,0.294083286,72,0.043404047,155,0.742127122,10,0.508502233,1,0.698810898,6
d_hardrock_5.txt,0,0,0.844645669,10,1,6,0.85695806,91,0.08145101,84,0.126853852,165,0.690858643,12,0.9408733,3,0.831491406,9
d_hardrock_6.txt,0.9520658,1,0.459191994,6,0.772561871,3,0.980016475,148,0.103030964,94,0.009855656,211,0.751742958,14,0.921637324,3,0.76286385,9
d_hardrock_7.txt,0,0,0.675086111,4,0.615459645,1,0.985689084,76,0.331293733,40,0.006738793,105,0.744555445,8,0,0,0.243851218,2
d_hardrock_8.txt,0,0,0.38,5,0.494084881,1,0.988805459,125,0.417668328,92,0.03101424,200,0.71965253,13,1,6,0.487908046,5
d_hardrock_9.txt,0,0,0.748622771,3,0.795488708,1,0.980476707,40,0.087467483,25,0.047890137,66,0.425910448,3,1,2,0.88051358,4
d_talbott_1.txt,0,0,0.085905707,1,0.978377515,4,0.953544451,121,0.10281266,74,0.024646219,186,0.748309553,13,0.81,2,0.381643424,4
d_talbott_10.txt,0,0,0.972144227,6,1,3,0.722850827,46,0.256091053,34,0.131469011,64,0.623616162,4,1,3,0.777458333,3
d_talbott_11.txt,0,0,0.440844743,10,0.571334784,3,1,276,0.245979823,172,0.006374068,404,0.825217278,30,0.280621455,1,0.126191682,5
d_talbott_12.txt,0,0,0.705265719,5,0,0,0.954970743,74,0.248439962,43,0.079174493,112,0.364778443,5,0.943984758,2,0.633727545,4
d_talbott_13.txt,0,0,0.42,2,0,0,0.952316771,35,0.682296331,21,0.013479333,51,0.300761109,2,1,2,0,0
d_talbott_14.txt,0,0,0.954834966,3,0,0,0.858140281,25,0.541303877,26,0.097844988,51,0.884948718,5,0,0,0.685973397,2
d_talbott_15.txt,0,0,0.845641026,4,0.913123543,1,0.559882241,42,0.509006291,31,0.214431983,70,0.438047337,4,0.841349838,1,0.806398046,4
d_talbott_16.txt,0,0,0.165081759,1,0.940386256,2,0.987142963,79,0.110219558,44,0.006210822,117,0.826647822,9,0,0,0.091309581,1
d_talbott_17.txt,0.970460905,1,0.471944848,4,0.690513941,2,0.978376356,127,0.300858021,84,0.03962283,180,0.715813569,12,0.950460905,3,0.710578552,7
d_talbott_18.txt,1,2,0.513380132,4,0.88535124,2,0.240641711,39,0.166646037,37,0.660489993,76,0.75375,7,0.773072917,1,0.34,2
d_talbott_19.txt,1,3,0.599551584,7,0.762513172,3,0.9823144,135,0.320774606,79,0.017312457,210,0.321031548,8,0.961995235,4,0.41019075,5
d_talbott_2.txt,0.964822134,1,0.680296123,9,0.82,2,0.983445996,125,0.324105395,85,0.009432208,192,0.888802067,14,0.43,1,0.614959973,6
d_talbott_20.txt,1,1,0.14,1,1,6,0.980983534,106,0.063565522,60,0.000562337,151,0.509513514,7,0,0,0.384075691,3
d_talbott_3.txt,0,0,0.159523639,2,0.59952862,1,0.921834392,76,0.537753342,50,0.066004663,119,0.796255144,8,0.675484391,1,0.656984127,4
d_talbott_4.txt,0,0,0.56250561,2,0.979182162,2,0.589550978,50,0.184070838,34,0.200045404,73,0.5636068,5,0.813584627,1,0.768265583,4
d_talbott_5.txt,1,1,0.458066233,3,0.801490376,2,1,91,0.641108068,53,0.007154741,126,0.430587727,5,0,0,0.402142118,3
d_talbott_6.txt,1,1,0.307982018,2,0.983866778,3,0.7902459,75,0.085852337,46,0.0711962,103,0.071334537,2,1,6,0.496981397,3
d_talbott_7.txt,1,1,0,0,0.774925532,1,0.966448762,46,0.151259986,36,0.016352934,72,1,8,0.924946809,1,0.899219248,5
d_talbott_8.txt,0,0,0.688639312,6,0.716150979,2,0.981219209,87,0.348824705,67,0.033440168,143,0.312844916,6,0.86,2,0.688775695,6
d_talbott_9.txt,0.948436337,1,0.389383718,4,1,5,0.873152755,132,0.28569752,93,0.100019972,205,0.431767152,10,0.960787309,4,0.878059309,13
d_conrad_1.txt,0,0,0.09139382,1,0,0,0.976698444,53,0.475876186,27,0.092113137,80,0.438047337,4,0.98288744,2,0.676319305,3
d_conrad_10.txt,1,2,0.355342342,6,0.931675387,6,0.973321812,166,0.193499739,107,0.043514399,250,0.858,22,0.930574324,4,0.472837838,7
d_conrad_11.txt,0,0,0.291557664,1,0,0,0.897236364,50,0.725667676,32,0.173623324,79,0.319090798,3,0.985677042,2,0.126809091,1
d_conrad_12.txt,1,1,0.148761789,1,0.973991492,3,0.949603797,87,0.166001417,56,0.087906341,129,0.745153402,9,1,6,0.196628131,2
d_conrad_13.txt,0,0,0.837246866,8,0.987396762,6,0.670271295,100,0.366853047,76,0.148455983,175,0.526277949,9,0.976126737,4,0.756640726,8
d_conrad_14.txt,1,2,0.322293504,5,0.920203051,4,0.984692232,164,0.183813993,118,0.041656639,242,0.851395349,19,0.983779464,6,0.603202774,8
d_conrad_15.txt,1,2,0.175828339,3,0.977810668,5,0.981905386,144,0.284106229,97,0.043414293,211,0.440586156,10,0.962302405,4,0.849201767,11
d_conrad_16.txt,1,1,0.319511026,2,1,7,0.988462934,81,0.093636146,45,0.005353677,114,0.552580164,5,0,0,0.522890884,3
d_conrad_17.txt,0.927694692,1,0.131957672,3,0.853857833,5,0.983117702,191,0.291383868,121,0.030785571,266,0.85021164,23,0.334225146,1,0.61810249,9
d_conrad_18.txt,0,0,0.835533109,6,0.753299663,2,0.986243139,92,0.134997546,65,0.009095958,147,0.848388925,12,0.55,1,0.86,8
d_conrad_19.txt,1,2,0.504141629,2,1,3,0.902134425,47,0.027292234,35,0.018692891,75,0.54,4,0.902450495,1,0.892574087,5
d_conrad_2.txt,1,1,0.896173996,2,0.927761069,1,0.951011923,25,0.159910505,21,0.005745394,40,0.166031483,1,1,2,0.458981481,1
d_conrad_20.txt,0,0,0.697742722,4,0.692580326,1,0.757061323,52,0.126950649,37,0.035245467,81,0.825109483,7,1,4,0.392840765,2
d_conrad_3.txt,0,0,0.988861767,9,0.898851663,1,1,69,0.482047768,37,0.006896757,99,0.40559,4,0.980081898,2,0.107668571,1
d_conrad_4.txt,1,3,0.362503161,6,0.978961418,7,0.937674226,207,0.067411737,134,0.038137821,326,0.79373648,24,0.321210684,1,0.57406879,10
d_conrad_5.txt,0,0,0.104591837,2,0.972379238,6,0.972977725,149,0.188839994,88,0.033356241,222,0.744555445,16,0.896690944,3,0.591987592,7
d_conrad_6.txt,1,1,0.413325483,3,1,4,0.986393937,74,0.011993061,52,0.008112165,114,0.868269886,10,1,4,0.237244876,2
d_conrad_7.txt,0,0,0.687997138,5,0.581879545,1,0.793952527,67,0.248460602,58,0.274227121,119,0.745153402,9,1,5,0.822875723,6
d_conrad_8.txt,0,0,0.190472779,4,0.915235738,5,0.876078458,157,0.162698178,108,0.039284128,244,0.821180988,20,1,9,0.300232626,5
