business_id,value,all,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
NGJDjdiDJHmN2xxU7KauuA,stars,2.7857838364167478,3.3333333333333335,3.1176470588235294,3.347826086956522,3.196078431372549,2.9545454545454546,2.9875,3.042944785276074,2.48471615720524,2.53125,
NGJDjdiDJHmN2xxU7KauuA,total_count,1027.0,6.0,17.0,46.0,51.0,66.0,160.0,163.0,229.0,288.0,
jf67Z1pnwElRSXllpQHiJg,positive,0.23430962343096234,0.0,0.0,0.2222222222222222,0.4,0.2631578947368421,0.22413793103448276,0.3114754098360656,0.15625,0.23255813953488372,
jf67Z1pnwElRSXllpQHiJg,pos_count,239.0,2.0,10.0,9.0,5.0,19.0,58.0,61.0,32.0,43.0,
jf67Z1pnwElRSXllpQHiJg,negative,0.30158730158730157,0.0,0.16666666666666666,0.3,0.18181818181818182,0.3,0.2727272727272727,0.44,0.4444444444444444,0.17391304347826086,
jf67Z1pnwElRSXllpQHiJg,neg_count,126.0,1.0,6.0,10.0,11.0,10.0,22.0,25.0,18.0,23.0,
jf67Z1pnwElRSXllpQHiJg,adj_stars,3.2995461422087744,3.7777777777777777,3.2413793103448274,3.2127659574468086,2.7906976744186047,3.358974358974359,3.304054054054054,3.294498381877023,3.2971887550200805,3.3740458015267176,
jf67Z1pnwElRSXllpQHiJg,stars,3.2860169491525424,3.7777777777777777,3.2,3.1346153846153846,2.8085106382978724,3.3488372093023258,3.3015873015873014,3.2831858407079646,3.263358778625954,3.3768115942028984,
jf67Z1pnwElRSXllpQHiJg,total_count,1416.0,9.0,30.0,52.0,47.0,86.0,315.0,339.0,262.0,276.0,
34uJtlPnKicSaX1V8_tu1A,positive,0.21839080459770116,0.0,0.3142857142857143,0.16666666666666666,0.24050632911392406,0.0707070707070707,0.2,0.23157894736842105,0.30985915492957744,0.35294117647058826,
34uJtlPnKicSaX1V8_tu1A,pos_count,609.0,9.0,35.0,72.0,79.0,99.0,80.0,95.0,71.0,68.0,
34uJtlPnKicSaX1V8_tu1A,negative,0.32231404958677684,,0.0,0.4,0.2857142857142857,0.3,0.3333333333333333,0.4666666666666667,0.35294117647058826,0.25,
34uJtlPnKicSaX1V8_tu1A,neg_count,121.0,0.0,1.0,5.0,7.0,20.0,24.0,15.0,17.0,32.0,
34uJtlPnKicSaX1V8_tu1A,adj_stars,4.036690085870414,4.464285714285714,4.339285714285714,4.327433628318584,4.195652173913044,3.972826086956522,3.9010416666666665,4.11,4.01123595505618,3.7096774193548385,
34uJtlPnKicSaX1V8_tu1A,stars,4.027529249827942,4.464285714285714,4.447761194029851,4.31496062992126,4.226415094339623,3.9238578680203045,3.8425925925925926,4.0873362445414845,4.019417475728155,3.729357798165138,
34uJtlPnKicSaX1V8_tu1A,total_count,1453.0,28.0,67.0,127.0,159.0,197.0,216.0,229.0,206.0,218.0,
-7yF42k0CcJhtPw51oaOqQ,positive,0.3194103194103194,0.23076923076923078,0.3181818181818182,0.36363636363636365,0.4489795918367347,0.21739130434782608,0.2777777777777778,0.36363636363636365,0.3064516129032258,0.29508196721311475,
-7yF42k0CcJhtPw51oaOqQ,pos_count,407.0,13.0,22.0,33.0,49.0,46.0,54.0,66.0,62.0,61.0,
-7yF42k0CcJhtPw51oaOqQ,negative,0.3564356435643564,,,1.0,0.25,0.16666666666666666,0.0,0.3333333333333333,0.29411764705882354,0.4594594594594595,
-7yF42k0CcJhtPw51oaOqQ,neg_count,101.0,0.0,0.0,4.0,12.0,6.0,7.0,18.0,17.0,37.0,
-7yF42k0CcJhtPw51oaOqQ,adj_stars,3.996923076923077,4.351351351351352,4.425,4.394366197183099,3.9761904761904763,3.9479166666666665,3.9577464788732395,3.963768115942029,4.024242424242424,3.7216494845360826,
-7yF42k0CcJhtPw51oaOqQ,stars,3.9973707274320773,4.375,4.425531914893617,4.2988505747126435,4.08256880733945,3.9906542056074765,4.031847133757962,3.9642857142857144,4.042328042328043,3.6244541484716155,
-7yF42k0CcJhtPw51oaOqQ,total_count,1141.0,40.0,47.0,87.0,109.0,107.0,157.0,168.0,189.0,229.0,
hW0Ne_HTHEAgGF1rAdmR-g,positive,0.2077922077922078,0.0,0.0,0.15384615384615385,0.125,0.1875,0.34782608695652173,0.3333333333333333,0.10714285714285714,0.18181818181818182,
hW0Ne_HTHEAgGF1rAdmR-g,pos_count,154.0,1.0,5.0,13.0,8.0,16.0,23.0,27.0,28.0,33.0,
hW0Ne_HTHEAgGF1rAdmR-g,negative,0.28205128205128205,0.0,0.0,0.1111111111111111,0.1,0.2,0.25,0.23529411764705882,0.52,0.30434782608695654,
hW0Ne_HTHEAgGF1rAdmR-g,neg_count,117.0,1.0,3.0,9.0,10.0,5.0,24.0,17.0,25.0,23.0,
hW0Ne_HTHEAgGF1rAdmR-g,adj_stars,3.251086956521739,3.75,3.4444444444444446,3.3076923076923075,3.2432432432432434,3.3043478260869565,3.155844155844156,3.1861702127659575,3.386243386243386,3.2072072072072073,
hW0Ne_HTHEAgGF1rAdmR-g,stars,3.228426395939086,3.75,3.4444444444444446,3.3095238095238093,3.230769230769231,3.315068493150685,3.1607142857142856,3.2039800995024876,3.292682926829268,3.174468085106383,
hW0Ne_HTHEAgGF1rAdmR-g,total_count,985.0,4.0,18.0,42.0,39.0,73.0,168.0,201.0,205.0,235.0,
JpHE7yhMS5ehA9e8WG_ETg,positive,0.20941558441558442,,,,,0.15492957746478872,0.25735294117647056,0.1810344827586207,0.20618556701030927,0.248,
JpHE7yhMS5ehA9e8WG_ETg,pos_count,616.0,,,,,142.0,136.0,116.0,97.0,125.0,
JpHE7yhMS5ehA9e8WG_ETg,negative,0.3090909090909091,,,,,0.27835051546391754,0.3269230769230769,0.3111111111111111,0.3076923076923077,0.35714285714285715,
JpHE7yhMS5ehA9e8WG_ETg,neg_count,275.0,,,,,97.0,52.0,45.0,39.0,42.0,
JpHE7yhMS5ehA9e8WG_ETg,adj_stars,3.617403314917127,,,,,3.3206997084548107,3.760655737704918,3.693140794223827,3.6844262295081966,3.6917562724014337,
JpHE7yhMS5ehA9e8WG_ETg,stars,3.5842358604091458,,,,,3.270408163265306,3.7478991596638656,3.641025641025641,3.6557971014492754,3.667692307692308,
JpHE7yhMS5ehA9e8WG_ETg,total_count,1662.0,,,,,392.0,357.0,312.0,276.0,325.0,
z3SyT8blMIhsZNvKJgKcRA,positive,0.22592592592592592,0.6666666666666666,0.23076923076923078,0.16666666666666666,0.2413793103448276,0.2727272727272727,0.1875,0.2222222222222222,0.21875,0.20512820512820512,
z3SyT8blMIhsZNvKJgKcRA,pos_count,270.0,3.0,13.0,12.0,29.0,33.0,32.0,45.0,64.0,39.0,
z3SyT8blMIhsZNvKJgKcRA,negative,0.3511450381679389,,0.0,0.0,0.5,0.2727272727272727,0.375,0.3076923076923077,0.4074074074074074,0.35,
z3SyT8blMIhsZNvKJgKcRA,neg_count,131.0,0.0,1.0,2.0,8.0,11.0,16.0,26.0,27.0,40.0,
z3SyT8blMIhsZNvKJgKcRA,adj_stars,3.5228161668839637,4.2,3.88,3.6875,3.6142857142857143,3.621212121212121,3.5980392156862746,3.5384615384615383,3.4907975460122698,3.2958579881656807,
z3SyT8blMIhsZNvKJgKcRA,stars,3.4748283752860414,4.333333333333333,4.0,3.735294117647059,3.5925925925925926,3.628205128205128,3.5350877192982457,3.4527027027027026,3.4414893617021276,3.1989528795811517,
z3SyT8blMIhsZNvKJgKcRA,total_count,874.0,12.0,28.0,34.0,81.0,78.0,114.0,148.0,188.0,191.0,
5paMI5Hhciyl09yGpzdoJw,positive,0.18738049713193117,,,0.22727272727272727,0.2727272727272727,0.1485148514851485,0.12,0.15476190476190477,0.2028985507246377,0.21568627450980393,
5paMI5Hhciyl09yGpzdoJw,pos_count,523.0,,,66.0,77.0,101.0,75.0,84.0,69.0,51.0,
5paMI5Hhciyl09yGpzdoJw,negative,0.3614457831325301,,,0.4,0.15384615384615385,0.3,0.4117647058823529,0.35714285714285715,0.5454545454545454,0.38461538461538464,
5paMI5Hhciyl09yGpzdoJw,neg_count,83.0,,,5.0,13.0,10.0,17.0,14.0,11.0,13.0,
5paMI5Hhciyl09yGpzdoJw,adj_stars,4.113423517169615,,,4.159090909090909,4.099173553719008,4.176056338028169,4.043478260869565,4.136363636363637,4.115942028985507,4.0814814814814815,
5paMI5Hhciyl09yGpzdoJw,stars,4.088154269972452,,,4.171428571428572,4.118055555555555,4.18125,3.9604519774011298,4.11340206185567,4.075949367088608,4.033112582781457,
5paMI5Hhciyl09yGpzdoJw,total_count,1089.0,,,105.0,144.0,160.0,177.0,194.0,158.0,151.0,
eRRyfI6QVvSviirRF8UGzQ,positive,0.25970873786407767,,,,0.25252525252525254,0.2261904761904762,0.22972972972972974,0.35714285714285715,0.13043478260869565,0.38461538461538464,
eRRyfI6QVvSviirRF8UGzQ,pos_count,412.0,,,,99.0,84.0,74.0,70.0,46.0,39.0,
eRRyfI6QVvSviirRF8UGzQ,negative,0.3442622950819672,,,,0.2727272727272727,0.5,0.14285714285714285,0.0,0.4,0.4375,
eRRyfI6QVvSviirRF8UGzQ,neg_count,61.0,,,,11.0,8.0,7.0,4.0,15.0,16.0,
eRRyfI6QVvSviirRF8UGzQ,adj_stars,4.168345323741007,,,,4.314685314685315,4.4,4.267857142857143,4.220183486238532,3.9727272727272727,3.732673267326733,
eRRyfI6QVvSviirRF8UGzQ,stars,4.179829890643985,,,,4.3391812865497075,4.370629370629371,4.315384615384615,4.313432835820896,3.8934426229508197,3.731707317073171,
eRRyfI6QVvSviirRF8UGzQ,total_count,823.0,,,,171.0,143.0,130.0,134.0,122.0,123.0,
G0nUhYF2q4tnoOPwCjXLig,positive,0.20270270270270271,0.5,0.3333333333333333,0.15384615384615385,0.2222222222222222,0.14285714285714285,0.13043478260869565,0.43478260869565216,0.14814814814814814,0.14705882352941177,
G0nUhYF2q4tnoOPwCjXLig,pos_count,148.0,2.0,3.0,13.0,9.0,14.0,23.0,23.0,27.0,34.0,
G0nUhYF2q4tnoOPwCjXLig,negative,0.32558139534883723,,0.3333333333333333,0.0,0.4444444444444444,0.46875,0.24444444444444444,0.36538461538461536,0.35,0.2459016393442623,
G0nUhYF2q4tnoOPwCjXLig,neg_count,258.0,0.0,6.0,4.0,18.0,32.0,45.0,52.0,40.0,61.0,
G0nUhYF2q4tnoOPwCjXLig,adj_stars,2.7471264367816093,2.5454545454545454,2.3684210526315788,2.8863636363636362,2.8783783783783785,2.5934065934065935,2.8840579710144927,2.6258992805755397,2.7051282051282053,2.808080808080808,
G0nUhYF2q4tnoOPwCjXLig,stars,2.684959349593496,2.6666666666666665,2.3181818181818183,2.9565217391304346,2.761904761904762,2.4537037037037037,2.8157894736842106,2.613095238095238,2.6436781609195403,2.7477064220183487,
G0nUhYF2q4tnoOPwCjXLig,total_count,984.0,12.0,22.0,46.0,84.0,108.0,152.0,168.0,174.0,218.0,
eWPFXL1Bmu1ImtIa2Rqliw,positive,0.19597989949748743,0.25,0.21052631578947367,0.2571428571428571,0.2,0.125,0.07272727272727272,0.3617021276595745,0.05172413793103448,0.2891566265060241,
eWPFXL1Bmu1ImtIa2Rqliw,pos_count,398.0,8.0,19.0,35.0,45.0,48.0,55.0,47.0,58.0,83.0,
eWPFXL1Bmu1ImtIa2Rqliw,negative,0.3062015503875969,0.0,0.25,0.08333333333333333,0.10526315789473684,0.23333333333333334,0.3333333333333333,0.43243243243243246,0.3148148148148148,0.35135135135135137,
eWPFXL1Bmu1ImtIa2Rqliw,neg_count,258.0,1.0,4.0,12.0,19.0,30.0,27.0,37.0,54.0,74.0,
eWPFXL1Bmu1ImtIa2Rqliw,adj_stars,3.312549329123915,3.8421052631578947,3.65,3.411111111111111,3.3168316831683167,3.270967741935484,3.515463917525773,3.2339181286549707,3.29957805907173,3.123076923076923,
eWPFXL1Bmu1ImtIa2Rqliw,stars,3.267556179775281,3.857142857142857,3.7111111111111112,3.46,3.3839285714285716,3.232142857142857,3.42512077294686,3.1911764705882355,3.178988326848249,3.096774193548387,
eWPFXL1Bmu1ImtIa2Rqliw,total_count,1424.0,21.0,45.0,100.0,112.0,168.0,207.0,204.0,257.0,310.0,
TWD8c5-P7w9v-2KX_GSNZQ,positive,0.2103825136612022,0.0,0.14285714285714285,0.25,0.20689655172413793,0.20454545454545456,0.13846153846153847,0.22950819672131148,0.2926829268292683,0.21875,
TWD8c5-P7w9v-2KX_GSNZQ,pos_count,366.0,1.0,21.0,40.0,29.0,44.0,65.0,61.0,41.0,64.0,
TWD8c5-P7w9v-2KX_GSNZQ,negative,0.3391812865497076,,0.0,0.3333333333333333,0.14285714285714285,0.375,0.2962962962962963,0.36585365853658536,0.3225806451612903,0.38636363636363635,
TWD8c5-P7w9v-2KX_GSNZQ,neg_count,171.0,0.0,2.0,3.0,7.0,16.0,27.0,41.0,31.0,44.0,
TWD8c5-P7w9v-2KX_GSNZQ,adj_stars,3.5081610446137104,3.75,4.027027027027027,3.9014084507042255,3.7017543859649122,3.6292134831460676,3.542483660130719,3.3167701863354035,3.359154929577465,3.375,
TWD8c5-P7w9v-2KX_GSNZQ,stars,3.450664136622391,3.75,4.05,3.902439024390244,3.765625,3.5576923076923075,3.476470588235294,3.231578947368421,3.323170731707317,3.2780269058295963,
TWD8c5-P7w9v-2KX_GSNZQ,total_count,1054.0,16.0,40.0,82.0,64.0,104.0,170.0,190.0,164.0,223.0,
kEC7OlpPnZRxCUyVwq7hig,positive,0.21818181818181817,0.0,0.26666666666666666,0.5,0.11764705882352941,0.24324324324324326,0.09090909090909091,0.22,0.2,0.2727272727272727,
kEC7OlpPnZRxCUyVwq7hig,pos_count,275.0,2.0,15.0,14.0,17.0,37.0,44.0,50.0,40.0,55.0,
kEC7OlpPnZRxCUyVwq7hig,negative,0.27488151658767773,0.0,0.0,0.3333333333333333,0.5,0.14285714285714285,0.1875,0.2413793103448276,0.25,0.41379310344827586,
kEC7OlpPnZRxCUyVwq7hig,neg_count,211.0,1.0,5.0,6.0,8.0,28.0,32.0,29.0,44.0,58.0,
kEC7OlpPnZRxCUyVwq7hig,adj_stars,3.231372549019608,3.9166666666666665,3.5833333333333335,3.6956521739130435,3.4358974358974357,3.1777777777777776,3.2290076335877864,3.2867132867132867,3.102189781021898,3.103030303030303,
kEC7OlpPnZRxCUyVwq7hig,stars,3.191392978482446,3.9166666666666665,3.7142857142857144,3.75,3.2888888888888888,3.2135922330097086,3.198581560283688,3.260869565217391,3.0384615384615383,3.0098039215686274,
kEC7OlpPnZRxCUyVwq7hig,total_count,883.0,12.0,28.0,32.0,45.0,103.0,141.0,161.0,156.0,204.0,
AtjsjFzalWqJ7S9DUFQ4bw,positive,0.2540322580645161,,,,,,0.26717557251908397,0.225130890052356,0.25,0.272108843537415,
AtjsjFzalWqJ7S9DUFQ4bw,pos_count,744.0,,,,,,262.0,191.0,144.0,147.0,
AtjsjFzalWqJ7S9DUFQ4bw,negative,0.29901960784313725,,,,,,0.3333333333333333,0.2857142857142857,0.2391304347826087,0.3333333333333333,
AtjsjFzalWqJ7S9DUFQ4bw,neg_count,204.0,,,,,,57.0,56.0,46.0,45.0,
AtjsjFzalWqJ7S9DUFQ4bw,adj_stars,3.966689326988443,,,,,,4.058690744920993,3.900523560209424,3.990506329113924,3.896969696969697,
AtjsjFzalWqJ7S9DUFQ4bw,stars,3.960488088320744,,,,,,4.048872180451128,3.886621315192744,3.9889807162534434,3.896103896103896,
AtjsjFzalWqJ7S9DUFQ4bw,total_count,1721.0,,,,,,532.0,441.0,363.0,385.0,
_v6HIliEOn0l0YaAmBOrxw,positive,0.11949685534591195,0.0,0.1111111111111111,0.12,0.2,0.09433962264150944,0.08333333333333333,0.15384615384615385,0.1,0.11627906976744186,
_v6HIliEOn0l0YaAmBOrxw,pos_count,318.0,2.0,9.0,25.0,35.0,53.0,48.0,52.0,50.0,43.0,
_v6HIliEOn0l0YaAmBOrxw,negative,0.35333333333333333,,1.0,0.25,0.0,0.3125,0.2727272727272727,0.375,0.4375,0.3783783783783784,
_v6HIliEOn0l0YaAmBOrxw,neg_count,150.0,0.0,1.0,4.0,3.0,16.0,33.0,24.0,32.0,37.0,
_v6HIliEOn0l0YaAmBOrxw,adj_stars,3.3552036199095023,3.4285714285714284,3.5789473684210527,3.7209302325581395,3.696969696969697,3.443548387096774,3.2151162790697674,3.445945945945946,3.147887323943662,3.2532467532467533,
_v6HIliEOn0l0YaAmBOrxw,stars,3.2830769230769232,3.4285714285714284,3.4761904761904763,3.702127659574468,3.73972602739726,3.388059701492537,3.135135135135135,3.418181818181818,3.0372670807453415,3.1098265895953756,
_v6HIliEOn0l0YaAmBOrxw,total_count,975.0,14.0,21.0,47.0,73.0,134.0,185.0,165.0,161.0,173.0,
