Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
d_hilton_4.txt,1,126,89.19,31.71,87.07,82.57,18.00,11.90,89.68,55.56,10.32,7.14,3.97,0.00,3.17,0.00,0.00,3.17,10.32,16.67,9.52,2.38,5.56,2.38,17.46,3.97,1.59,1.59,1.59,1.59,3.97,3.17,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.79,10.32,1.59,0.00,0.00,3.17,0.79,6.35,3.17,3.17,0.00,0.00,0.79,0.00,0.00,0.00,0.79,5.56,0.00,0.00,3.97,1.59,0.00,0.79,11.90,3.17,15.87,3.17,10.32,3.97,3.97,3.17,1.59,3.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,4.76,0.79,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00
d_hilton_5.txt,1,134,85.04,77.22,88.99,15.31,13.40,11.19,94.03,61.19,14.18,8.21,2.24,4.48,0.75,0.00,0.75,5.97,11.19,17.91,11.19,1.49,4.48,3.73,20.90,5.97,3.73,2.24,0.75,2.99,2.24,0.75,1.49,0.75,0.00,0.00,12.69,0.75,0.75,0.00,0.75,10.45,0.75,0.00,1.49,1.49,2.24,4.48,4.48,3.73,0.75,0.00,0.00,0.00,0.00,0.00,0.00,11.19,5.97,2.24,2.24,0.75,0.00,10.45,6.72,0.00,22.39,3.73,17.16,3.73,2.24,0.75,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.21,7.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00
d_hilton_6.txt,1,232,71.61,28.76,94.51,13.98,15.47,18.97,87.50,56.47,17.24,10.34,8.19,0.00,1.29,0.00,0.86,6.90,9.91,14.22,7.76,5.60,4.74,1.29,14.66,6.03,2.59,2.16,2.59,1.29,4.31,1.72,2.59,0.86,0.43,0.43,5.17,0.00,0.43,0.00,0.00,9.05,0.86,0.43,2.16,0.86,2.16,2.59,1.29,0.00,0.86,0.00,1.72,0.00,0.43,0.00,1.29,6.47,0.43,1.72,1.72,2.16,1.29,5.60,7.33,2.16,21.12,3.45,9.91,9.48,2.59,1.29,1.29,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.93,6.03,2.59,0.43,0.00,0.43,0.00,0.43,0.86,1.29,0.86,0.00
d_hilton_7.txt,1,411,45.34,20.41,92.60,10.43,16.44,11.44,93.92,57.42,16.79,11.68,9.49,0.24,0.00,1.22,0.73,5.11,7.79,11.92,10.95,6.08,6.33,1.70,21.17,4.62,1.22,1.95,1.95,1.70,4.38,1.46,2.68,0.00,0.24,0.00,5.84,0.00,0.24,0.00,1.22,11.19,1.46,1.46,1.70,1.22,2.19,3.16,2.43,0.00,1.22,0.49,1.22,0.00,0.73,0.00,0.97,7.79,0.49,2.19,1.70,2.19,1.22,11.19,6.08,1.95,18.49,2.68,10.46,7.30,2.43,2.68,2.68,0.00,0.00,0.00,0.97,0.00,0.00,0.73,0.24,0.00,13.63,6.08,5.35,0.00,0.00,0.00,0.00,0.49,0.00,1.22,0.49,0.00
d_hilton_8.txt,1,138,78.57,58.59,86.20,15.56,15.33,13.04,92.75,57.25,13.04,8.70,5.07,3.62,0.00,0.00,0.00,4.35,10.14,13.77,7.97,6.52,4.35,1.45,15.94,2.90,1.45,0.00,2.90,0.72,3.62,1.45,2.17,0.00,0.72,0.72,7.25,0.72,0.00,0.00,0.00,7.25,0.72,0.72,0.72,2.90,0.00,2.17,2.17,0.72,0.00,0.00,3.62,0.00,0.00,0.00,3.62,10.87,5.07,0.00,2.90,2.17,0.72,12.32,2.17,1.45,20.29,2.90,13.04,5.80,2.90,1.45,2.90,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.97,6.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00
d_hilton_9.txt,1,262,88.32,28.35,94.38,5.45,14.56,12.98,90.84,54.58,10.69,7.63,6.49,0.00,0.00,0.76,0.38,3.05,12.60,14.89,7.25,4.20,7.63,1.53,16.79,7.25,4.20,1.91,1.91,1.53,3.05,0.38,2.29,0.00,0.76,0.38,3.82,0.00,0.38,0.76,0.00,5.34,1.15,0.76,0.00,0.38,1.91,1.53,4.20,1.91,0.38,0.76,4.20,0.76,0.76,0.00,2.67,3.44,0.00,0.38,1.53,1.15,0.76,13.74,2.67,0.00,22.14,3.44,12.60,6.87,1.15,1.15,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.21,9.16,1.53,0.00,0.38,0.00,0.00,0.00,0.00,0.38,0.76,0.00
d_james_1.txt,1,570,74.62,27.55,72.35,41.64,21.11,13.68,88.07,56.67,16.14,11.40,8.95,0.00,0.00,2.11,0.35,4.74,9.65,14.21,6.84,3.16,7.89,1.05,17.02,4.21,2.11,1.23,2.81,1.75,2.63,1.75,0.88,0.18,0.18,0.00,7.19,0.00,0.00,0.70,1.40,10.35,1.58,0.88,2.98,3.33,1.05,3.16,3.33,1.23,1.75,0.18,1.40,0.88,0.53,0.00,0.00,2.81,0.00,0.35,1.58,0.70,0.18,11.40,2.63,0.35,15.96,3.16,9.82,3.33,1.93,1.58,2.98,0.70,0.00,0.00,0.18,0.00,0.00,0.00,0.18,0.00,12.46,4.74,5.79,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.88
d_james_10.txt,1,219,44.68,81.95,83.90,18.99,16.85,15.07,91.32,56.16,14.61,11.42,2.28,6.39,0.91,0.46,1.37,3.20,8.22,11.87,7.76,7.76,9.59,2.74,15.53,6.85,2.28,2.28,2.74,2.28,4.11,1.83,2.28,0.91,0.00,0.00,11.87,0.00,0.00,0.46,0.00,8.22,0.00,0.00,1.37,0.91,0.91,5.02,2.74,0.46,1.37,0.46,2.74,0.46,1.37,0.00,0.91,11.87,6.39,0.91,0.91,1.37,2.28,8.68,4.57,1.37,21.46,2.74,10.96,8.68,2.74,1.83,2.74,0.91,0.00,0.00,0.46,0.00,0.46,0.00,0.00,0.00,10.96,5.48,1.37,0.00,0.00,0.00,0.46,0.00,0.46,2.74,0.00,0.46
d_james_11.txt,1,182,58.25,45.62,73.26,35.36,18.20,15.93,89.01,58.24,15.38,12.09,7.69,3.30,0.00,1.10,0.00,3.30,8.79,12.64,10.99,4.40,6.04,2.20,21.98,2.75,1.10,1.10,0.00,3.30,2.75,1.65,1.10,0.00,0.00,0.55,8.24,0.55,0.00,1.65,0.00,14.84,0.55,3.30,4.40,3.30,1.65,2.75,0.00,0.00,0.00,0.00,2.75,0.55,1.10,0.00,2.20,6.04,3.85,0.00,1.65,0.00,0.55,12.64,6.04,1.65,19.23,4.40,10.44,6.59,0.00,2.75,2.75,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.89,5.49,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_james_12.txt,1,360,74.89,13.93,94.93,40.79,20.00,18.61,87.22,56.67,15.56,12.22,10.00,0.00,0.83,0.28,1.11,3.33,9.17,14.44,9.17,3.61,4.72,1.67,15.83,3.06,0.83,0.83,0.28,0.83,5.28,3.06,2.22,0.56,0.83,0.56,3.33,0.00,0.00,0.00,0.28,13.89,2.78,1.11,2.78,1.94,2.78,3.33,3.33,1.11,0.28,0.83,1.94,0.56,0.83,0.00,0.56,2.78,0.00,0.00,1.67,1.11,0.00,8.61,5.00,0.00,17.78,2.22,11.11,4.72,2.22,0.83,3.61,0.56,0.28,0.00,0.28,0.00,0.00,0.28,0.00,0.00,14.17,5.28,5.83,0.00,0.00,0.00,0.00,0.28,1.11,1.11,0.56,0.00
d_james_13.txt,1,157,50.34,10.15,89.91,9.92,15.70,18.47,90.45,61.78,12.10,8.28,7.64,0.00,0.00,0.00,0.64,3.82,9.55,12.74,10.83,10.19,7.64,1.91,19.75,4.46,1.27,1.91,0.64,0.64,2.55,0.64,1.91,0.64,0.00,0.64,1.27,0.00,0.00,0.00,0.00,14.65,1.91,1.27,1.91,1.27,5.73,4.46,1.91,1.91,0.00,0.00,0.64,0.00,0.64,0.00,0.00,3.18,0.00,1.91,0.00,0.64,0.64,11.46,4.46,1.27,16.56,1.91,6.37,8.28,3.82,3.82,1.91,0.64,0.00,0.00,0.64,0.00,0.00,0.64,0.00,0.00,8.28,4.46,1.91,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00
d_james_14.txt,1,165,29.89,8.17,31.94,80.64,11.79,13.94,86.06,58.18,14.55,9.09,7.27,0.00,0.00,0.00,1.82,5.45,7.88,10.30,12.12,7.88,7.27,4.24,19.39,4.24,1.21,3.03,1.82,1.82,3.03,3.03,0.00,0.00,0.00,0.00,2.42,0.61,0.00,0.61,0.00,14.55,1.82,1.82,4.85,2.42,0.61,4.85,1.82,0.61,0.00,0.00,2.42,0.00,0.00,0.00,2.42,2.42,0.61,0.00,0.61,1.21,0.00,9.09,6.67,1.21,9.09,0.61,7.27,1.82,2.42,3.64,1.82,1.21,0.00,0.00,0.61,0.00,0.00,0.61,0.00,0.00,18.18,5.45,4.85,0.00,0.61,1.21,2.42,0.00,0.00,2.42,0.00,1.21
d_james_15.txt,1,99,86.51,88.71,76.08,12.41,11.00,18.18,90.91,56.57,10.10,9.09,2.02,6.06,0.00,0.00,1.01,1.01,12.12,15.15,7.07,5.05,8.08,2.02,19.19,4.04,2.02,2.02,0.00,0.00,5.05,2.02,3.03,0.00,1.01,0.00,12.12,2.02,0.00,1.01,0.00,7.07,1.01,0.00,2.02,1.01,1.01,2.02,3.03,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.10,8.08,0.00,1.01,1.01,0.00,12.12,4.04,1.01,22.22,8.08,16.16,3.03,1.01,3.03,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.10,8.08,0.00,0.00,0.00,0.00,2.02,0.00,0.00,0.00,0.00,0.00
d_james_16.txt,1,271,81.89,79.16,62.30,20.21,15.94,16.24,90.04,53.51,9.96,7.01,0.00,5.17,1.85,0.00,0.00,2.95,11.81,11.81,9.59,4.43,4.80,2.58,14.39,7.38,2.58,2.21,1.11,2.21,6.27,2.95,3.32,1.11,0.74,0.37,8.86,0.00,0.00,0.00,0.00,11.81,0.74,0.00,2.21,2.21,1.85,5.17,3.32,1.11,0.74,0.74,1.48,0.37,0.37,0.00,1.11,11.07,5.17,1.48,2.21,1.85,0.74,7.01,5.90,0.74,19.19,1.48,11.44,7.38,1.11,2.58,3.69,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.28,6.27,4.06,0.00,0.00,0.00,0.00,1.48,0.00,1.48,0.00,0.00
d_james_17.txt,1,121,83.95,40.20,88.16,92.16,20.17,9.92,94.21,61.98,11.57,6.61,4.96,0.00,0.83,0.00,0.83,4.96,12.40,16.53,9.09,5.79,6.61,2.48,18.18,7.44,4.13,1.65,2.48,0.83,4.13,4.13,0.00,0.00,0.00,0.00,6.61,0.00,0.00,0.00,0.00,10.74,2.48,0.83,1.65,4.13,1.65,2.48,2.48,0.83,0.83,0.00,2.48,0.83,0.00,0.00,1.65,4.13,0.00,1.65,1.65,0.83,0.83,10.74,5.79,0.83,19.83,4.13,11.57,5.79,1.65,2.48,1.65,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.83,0.00,9.09,4.96,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_james_18.txt,1,202,58.95,31.03,98.21,79.81,13.47,10.89,95.05,58.91,17.33,11.39,8.42,0.00,0.00,0.00,2.97,5.94,7.43,14.85,7.43,6.44,5.94,2.48,20.79,5.94,1.98,0.50,1.98,0.99,3.96,3.47,0.50,0.00,0.00,0.50,6.93,0.00,0.00,0.00,0.00,9.90,0.99,1.98,1.49,2.48,2.48,0.99,0.99,0.00,0.99,0.00,0.99,0.50,0.50,0.00,0.00,6.93,0.00,0.99,2.97,2.97,0.50,12.38,6.44,0.50,24.75,4.95,12.38,7.92,1.98,1.49,3.47,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.84,5.94,2.97,0.00,0.00,0.99,5.45,0.00,0.00,0.50,0.00,0.00
d_james_19.txt,1,32,71.61,26.60,35.37,25.77,10.67,28.12,87.50,56.25,3.12,3.12,3.12,0.00,0.00,0.00,0.00,0.00,12.50,9.38,15.62,9.38,6.25,0.00,21.88,6.25,0.00,0.00,0.00,0.00,12.50,6.25,6.25,0.00,3.12,0.00,3.12,0.00,0.00,0.00,0.00,15.62,0.00,0.00,3.12,0.00,6.25,6.25,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,3.12,0.00,0.00,0.00,18.75,0.00,12.50,3.12,12.50,0.00,6.25,3.12,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,6.25,3.12,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00
d_james_2.txt,1,93,32.43,8.11,98.01,4.24,15.50,13.98,91.40,60.22,18.28,10.75,10.75,0.00,0.00,0.00,0.00,7.53,5.38,12.90,13.98,5.38,5.38,2.15,18.28,8.60,3.23,0.00,1.08,1.08,4.30,1.08,3.23,0.00,2.15,0.00,1.08,0.00,0.00,0.00,0.00,7.53,1.08,1.08,0.00,1.08,2.15,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.53,0.00,0.00,4.30,2.15,1.08,13.98,3.23,1.08,19.35,2.15,15.05,4.30,2.15,4.30,2.15,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.83,6.45,4.30,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00
d_james_20.txt,1,301,45.93,15.15,96.07,25.77,16.72,18.27,90.37,58.80,17.28,11.96,11.30,0.00,0.00,0.00,0.66,5.32,6.98,12.96,8.97,7.64,6.31,1.66,15.28,4.65,1.66,1.33,0.33,1.99,6.64,2.99,2.99,0.33,0.66,1.00,4.98,0.00,1.00,0.33,0.33,9.30,2.33,0.00,1.66,1.66,1.99,2.33,3.99,1.00,0.66,1.00,0.66,0.33,0.33,0.00,0.00,2.99,0.33,0.66,1.00,0.66,0.33,8.31,3.99,0.66,17.28,2.66,9.30,6.31,1.99,1.99,1.33,1.66,0.00,0.00,0.66,0.00,0.00,0.00,0.66,0.00,16.28,5.98,4.98,0.00,0.00,0.00,0.00,0.66,3.99,0.66,0.00,0.00
d_james_3.txt,1,260,78.16,20.95,76.75,62.24,20.00,18.08,85.77,56.54,12.31,8.08,5.38,0.00,1.15,1.15,0.38,4.23,10.38,15.00,6.54,5.00,8.46,2.69,11.15,3.46,2.31,2.31,1.54,0.77,3.46,2.69,0.77,0.00,0.38,0.38,5.00,0.38,0.00,0.00,1.54,12.69,1.15,1.54,2.69,1.92,1.54,5.77,1.92,0.00,0.77,0.38,2.69,0.77,1.54,0.00,0.77,2.69,0.00,0.38,2.31,0.00,0.00,5.00,4.62,1.15,16.92,1.92,9.62,5.77,3.08,0.77,1.15,1.15,0.38,0.00,0.77,0.38,0.00,0.00,0.38,0.00,14.62,5.38,9.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
