Filename,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
d_hilton_19.txt,106,31.22,25.44,88.81,1,15.14,14.15,93.4,60.38,16.04,12.26,9.43,0,1.89,0,0.94,3.77,9.43,10.38,7.55,9.43,12.26,1.89,15.09,7.55,0.94,3.77,0.94,0.94,7.55,0.94,6.6,0,0,0,7.55,0,0,0,0,12.26,1.89,0.94,0.94,3.77,0.94,4.72,1.89,0,0,1.89,6.6,0,1.89,0,4.72,2.83,0,0,0.94,0,1.89,6.6,7.55,0.94,13.21,1.89,6.6,5.66,2.83,0.94,0.94,0.94,0,0,0.94,0,0,0,0.94,0,13.21,5.66,4.72,0,0,0.94,0,0,0,1.89,0,0
d_hilton_2.txt,158,41.75,14.09,92.74,36.94,9.88,14.56,91.14,55.7,18.99,12.03,8.86,0,1.27,0,1.9,5.7,9.49,9.49,8.86,5.7,5.7,3.16,17.09,5.06,1.27,2.53,1.27,3.16,3.16,1.9,1.27,0,0.63,0,5.06,0,0,0,0,14.56,3.16,1.27,2.53,3.16,1.27,5.06,0.63,0.63,0,0,1.9,0,1.9,0,0,3.8,0,0.63,1.9,0,1.27,6.33,7.59,1.9,15.19,3.16,8.23,6.33,0.63,1.9,1.9,3.8,0,0,0,0,0,0,0,0,12.03,8.86,0.63,0,0,1.27,0,0,0,0.63,0,0.63
d_hilton_20.txt,151,95.97,39.54,68.2,16.32,30.2,23.18,79.47,47.68,7.28,1.99,0,0,1.32,0,0.66,5.3,8.61,18.54,7.28,3.31,3.31,1.99,11.26,5.96,3.97,0,0.66,1.99,3.31,1.32,1.99,0,0.66,1.32,3.31,0,1.32,0,0,11.92,0.66,1.99,0.66,3.31,0,5.3,1.32,0.66,0,0,1.32,0,1.32,0,0,1.32,0,0,0.66,0,0.66,0.66,7.28,1.99,18.54,1.32,13.91,3.97,1.32,4.64,1.32,1.99,0,0,0,0,0,0,0,0,8.61,3.31,4.64,0,0,0,0,0,0,0,0,0.66
d_hilton_3.txt,199,52.58,72.67,75.43,63.89,16.58,14.57,92.46,57.29,15.08,10.55,4.52,5.53,0,0,0.5,4.52,4.52,16.58,11.56,6.03,4.52,3.52,20.1,4.02,1.51,0.5,2.51,2.51,4.02,3.02,1.01,0,0.5,0,11.56,0,0,0,0,10.05,0.5,2.51,2.51,1.51,0.5,3.02,3.02,1.01,1.51,0.5,1.51,0,0,0,1.51,8.54,6.03,0.5,1.01,1.01,0,10.05,5.03,1.51,19.6,2.01,10.05,9.55,1.51,3.52,2.01,2.01,0,0,1.51,0,0,0.5,1.01,0,14.57,5.53,3.02,0,0,0,0.5,0.5,1.01,4.02,0,0
d_hilton_4.txt,126,89.19,31.71,87.07,82.57,18,11.9,89.68,55.56,10.32,7.14,3.97,0,3.17,0,0,3.17,10.32,16.67,9.52,2.38,5.56,2.38,17.46,3.97,1.59,1.59,1.59,1.59,3.97,3.17,0,0,0,0,4.76,0,0,0,0.79,10.32,1.59,0,0,3.17,0.79,6.35,3.17,3.17,0,0,0.79,0,0,0,0.79,5.56,0,0,3.97,1.59,0,0.79,11.9,3.17,15.87,3.17,10.32,3.97,3.97,3.17,1.59,3.17,0,0,0,0,0,0,0,0,6.35,4.76,0.79,0,0,0,0.79,0,0,0,0,0
d_hilton_5.txt,134,85.04,77.22,88.99,15.31,13.4,11.19,94.03,61.19,14.18,8.21,2.24,4.48,0.75,0,0.75,5.97,11.19,17.91,11.19,1.49,4.48,3.73,20.9,5.97,3.73,2.24,0.75,2.99,2.24,0.75,1.49,0.75,0,0,12.69,0.75,0.75,0,0.75,10.45,0.75,0,1.49,1.49,2.24,4.48,4.48,3.73,0.75,0,0,0,0,0,0,11.19,5.97,2.24,2.24,0.75,0,10.45,6.72,0,22.39,3.73,17.16,3.73,2.24,0.75,2.99,0,0,0,0,0,0,0,0,0,8.21,7.46,0,0,0,0,0,0,0,0.75,0,0
d_hilton_6.txt,232,71.61,28.76,94.51,13.98,15.47,18.97,87.5,56.47,17.24,10.34,8.19,0,1.29,0,0.86,6.9,9.91,14.22,7.76,5.6,4.74,1.29,14.66,6.03,2.59,2.16,2.59,1.29,4.31,1.72,2.59,0.86,0.43,0.43,5.17,0,0.43,0,0,9.05,0.86,0.43,2.16,0.86,2.16,2.59,1.29,0,0.86,0,1.72,0,0.43,0,1.29,6.47,0.43,1.72,1.72,2.16,1.29,5.6,7.33,2.16,21.12,3.45,9.91,9.48,2.59,1.29,1.29,1.72,0,0,0,0,0,0,0,0,12.93,6.03,2.59,0.43,0,0.43,0,0.43,0.86,1.29,0.86,0
d_hilton_7.txt,411,45.34,20.41,92.6,10.43,16.44,11.44,93.92,57.42,16.79,11.68,9.49,0.24,0,1.22,0.73,5.11,7.79,11.92,10.95,6.08,6.33,1.7,21.17,4.62,1.22,1.95,1.95,1.7,4.38,1.46,2.68,0,0.24,0,5.84,0,0.24,0,1.22,11.19,1.46,1.46,1.7,1.22,2.19,3.16,2.43,0,1.22,0.49,1.22,0,0.73,0,0.97,7.79,0.49,2.19,1.7,2.19,1.22,11.19,6.08,1.95,18.49,2.68,10.46,7.3,2.43,2.68,2.68,0,0,0,0.97,0,0,0.73,0.24,0,13.63,6.08,5.35,0,0,0,0,0.49,0,1.22,0.49,0
d_hilton_8.txt,138,78.57,58.59,86.2,15.56,15.33,13.04,92.75,57.25,13.04,8.7,5.07,3.62,0,0,0,4.35,10.14,13.77,7.97,6.52,4.35,1.45,15.94,2.9,1.45,0,2.9,0.72,3.62,1.45,2.17,0,0.72,0.72,7.25,0.72,0,0,0,7.25,0.72,0.72,0.72,2.9,0,2.17,2.17,0.72,0,0,3.62,0,0,0,3.62,10.87,5.07,0,2.9,2.17,0.72,12.32,2.17,1.45,20.29,2.9,13.04,5.8,2.9,1.45,2.9,2.17,0,0,0,0,0,0,0,0,7.97,6.52,0,0,0,0,0,0,0,0,1.45,0
d_hilton_9.txt,262,88.32,28.35,94.38,5.45,14.56,12.98,90.84,54.58,10.69,7.63,6.49,0,0,0.76,0.38,3.05,12.6,14.89,7.25,4.2,7.63,1.53,16.79,7.25,4.2,1.91,1.91,1.53,3.05,0.38,2.29,0,0.76,0.38,3.82,0,0.38,0.76,0,5.34,1.15,0.76,0,0.38,1.91,1.53,4.2,1.91,0.38,0.76,4.2,0.76,0.76,0,2.67,3.44,0,0.38,1.53,1.15,0.76,13.74,2.67,0,22.14,3.44,12.6,6.87,1.15,1.15,5.34,0,0,0,0,0,0,0,0,0,12.21,9.16,1.53,0,0.38,0,0,0,0,0.38,0.76,0
d_james_1.txt,570,74.62,27.55,72.35,41.64,21.11,13.68,88.07,56.67,16.14,11.4,8.95,0,0,2.11,0.35,4.74,9.65,14.21,6.84,3.16,7.89,1.05,17.02,4.21,2.11,1.23,2.81,1.75,2.63,1.75,0.88,0.18,0.18,0,7.19,0,0,0.7,1.4,10.35,1.58,0.88,2.98,3.33,1.05,3.16,3.33,1.23,1.75,0.18,1.4,0.88,0.53,0,0,2.81,0,0.35,1.58,0.7,0.18,11.4,2.63,0.35,15.96,3.16,9.82,3.33,1.93,1.58,2.98,0.7,0,0,0.18,0,0,0,0.18,0,12.46,4.74,5.79,0,0,0,0,0,0.53,0.53,0,0.88
d_james_10.txt,219,44.68,81.95,83.9,18.99,16.85,15.07,91.32,56.16,14.61,11.42,2.28,6.39,0.91,0.46,1.37,3.2,8.22,11.87,7.76,7.76,9.59,2.74,15.53,6.85,2.28,2.28,2.74,2.28,4.11,1.83,2.28,0.91,0,0,11.87,0,0,0.46,0,8.22,0,0,1.37,0.91,0.91,5.02,2.74,0.46,1.37,0.46,2.74,0.46,1.37,0,0.91,11.87,6.39,0.91,0.91,1.37,2.28,8.68,4.57,1.37,21.46,2.74,10.96,8.68,2.74,1.83,2.74,0.91,0,0,0.46,0,0.46,0,0,0,10.96,5.48,1.37,0,0,0,0.46,0,0.46,2.74,0,0.46
d_james_11.txt,182,58.25,45.62,73.26,35.36,18.2,15.93,89.01,58.24,15.38,12.09,7.69,3.3,0,1.1,0,3.3,8.79,12.64,10.99,4.4,6.04,2.2,21.98,2.75,1.1,1.1,0,3.3,2.75,1.65,1.1,0,0,0.55,8.24,0.55,0,1.65,0,14.84,0.55,3.3,4.4,3.3,1.65,2.75,0,0,0,0,2.75,0.55,1.1,0,2.2,6.04,3.85,0,1.65,0,0.55,12.64,6.04,1.65,19.23,4.4,10.44,6.59,0,2.75,2.75,0.55,0,0,0,0,0,0,0,0,9.89,5.49,4.4,0,0,0,0,0,0,0,0,0
d_james_12.txt,360,74.89,13.93,94.93,40.79,20,18.61,87.22,56.67,15.56,12.22,10,0,0.83,0.28,1.11,3.33,9.17,14.44,9.17,3.61,4.72,1.67,15.83,3.06,0.83,0.83,0.28,0.83,5.28,3.06,2.22,0.56,0.83,0.56,3.33,0,0,0,0.28,13.89,2.78,1.11,2.78,1.94,2.78,3.33,3.33,1.11,0.28,0.83,1.94,0.56,0.83,0,0.56,2.78,0,0,1.67,1.11,0,8.61,5,0,17.78,2.22,11.11,4.72,2.22,0.83,3.61,0.56,0.28,0,0.28,0,0,0.28,0,0,14.17,5.28,5.83,0,0,0,0,0.28,1.11,1.11,0.56,0
d_james_13.txt,157,50.34,10.15,89.91,9.92,15.7,18.47,90.45,61.78,12.1,8.28,7.64,0,0,0,0.64,3.82,9.55,12.74,10.83,10.19,7.64,1.91,19.75,4.46,1.27,1.91,0.64,0.64,2.55,0.64,1.91,0.64,0,0.64,1.27,0,0,0,0,14.65,1.91,1.27,1.91,1.27,5.73,4.46,1.91,1.91,0,0,0.64,0,0.64,0,0,3.18,0,1.91,0,0.64,0.64,11.46,4.46,1.27,16.56,1.91,6.37,8.28,3.82,3.82,1.91,0.64,0,0,0.64,0,0,0.64,0,0,8.28,4.46,1.91,0,0,0,1.91,0,0,0,0,0
d_james_14.txt,165,29.89,8.17,31.94,80.64,11.79,13.94,86.06,58.18,14.55,9.09,7.27,0,0,0,1.82,5.45,7.88,10.3,12.12,7.88,7.27,4.24,19.39,4.24,1.21,3.03,1.82,1.82,3.03,3.03,0,0,0,0,2.42,0.61,0,0.61,0,14.55,1.82,1.82,4.85,2.42,0.61,4.85,1.82,0.61,0,0,2.42,0,0,0,2.42,2.42,0.61,0,0.61,1.21,0,9.09,6.67,1.21,9.09,0.61,7.27,1.82,2.42,3.64,1.82,1.21,0,0,0.61,0,0,0.61,0,0,18.18,5.45,4.85,0,0.61,1.21,2.42,0,0,2.42,0,1.21
d_james_15.txt,99,86.51,88.71,76.08,12.41,11,18.18,90.91,56.57,10.1,9.09,2.02,6.06,0,0,1.01,1.01,12.12,15.15,7.07,5.05,8.08,2.02,19.19,4.04,2.02,2.02,0,0,5.05,2.02,3.03,0,1.01,0,12.12,2.02,0,1.01,0,7.07,1.01,0,2.02,1.01,1.01,2.02,3.03,2.02,0,0,0,0,0,0,0,10.1,8.08,0,1.01,1.01,0,12.12,4.04,1.01,22.22,8.08,16.16,3.03,1.01,3.03,6.06,0,0,0,0,0,0,0,0,0,10.1,8.08,0,0,0,0,2.02,0,0,0,0,0
d_james_16.txt,271,81.89,79.16,62.3,20.21,15.94,16.24,90.04,53.51,9.96,7.01,0,5.17,1.85,0,0,2.95,11.81,11.81,9.59,4.43,4.8,2.58,14.39,7.38,2.58,2.21,1.11,2.21,6.27,2.95,3.32,1.11,0.74,0.37,8.86,0,0,0,0,11.81,0.74,0,2.21,2.21,1.85,5.17,3.32,1.11,0.74,0.74,1.48,0.37,0.37,0,1.11,11.07,5.17,1.48,2.21,1.85,0.74,7.01,5.9,0.74,19.19,1.48,11.44,7.38,1.11,2.58,3.69,0.37,0,0,0,0,0,0,0,0,13.28,6.27,4.06,0,0,0,0,1.48,0,1.48,0,0
d_james_17.txt,121,83.95,40.2,88.16,92.16,20.17,9.92,94.21,61.98,11.57,6.61,4.96,0,0.83,0,0.83,4.96,12.4,16.53,9.09,5.79,6.61,2.48,18.18,7.44,4.13,1.65,2.48,0.83,4.13,4.13,0,0,0,0,6.61,0,0,0,0,10.74,2.48,0.83,1.65,4.13,1.65,2.48,2.48,0.83,0.83,0,2.48,0.83,0,0,1.65,4.13,0,1.65,1.65,0.83,0.83,10.74,5.79,0.83,19.83,4.13,11.57,5.79,1.65,2.48,1.65,0,0,0,0.83,0,0,0,0.83,0,9.09,4.96,4.13,0,0,0,0,0,0,0,0,0
d_james_18.txt,202,58.95,31.03,98.21,79.81,13.47,10.89,95.05,58.91,17.33,11.39,8.42,0,0,0,2.97,5.94,7.43,14.85,7.43,6.44,5.94,2.48,20.79,5.94,1.98,0.5,1.98,0.99,3.96,3.47,0.5,0,0,0.5,6.93,0,0,0,0,9.9,0.99,1.98,1.49,2.48,2.48,0.99,0.99,0,0.99,0,0.99,0.5,0.5,0,0,6.93,0,0.99,2.97,2.97,0.5,12.38,6.44,0.5,24.75,4.95,12.38,7.92,1.98,1.49,3.47,0.5,0,0,0,0,0,0,0,0,15.84,5.94,2.97,0,0,0.99,5.45,0,0,0.5,0,0
d_james_19.txt,32,71.61,26.6,35.37,25.77,10.67,28.12,87.5,56.25,3.12,3.12,3.12,0,0,0,0,0,12.5,9.38,15.62,9.38,6.25,0,21.88,6.25,0,0,0,0,12.5,6.25,6.25,0,3.12,0,3.12,0,0,0,0,15.62,0,0,3.12,0,6.25,6.25,6.25,6.25,0,0,0,0,0,0,0,3.12,0,0,3.12,0,0,0,18.75,0,12.5,3.12,12.5,0,6.25,3.12,3.12,0,0,0,0,0,0,0,0,0,12.5,6.25,3.12,0,0,0,3.12,0,0,0,0,0
d_james_2.txt,93,32.43,8.11,98.01,4.24,15.5,13.98,91.4,60.22,18.28,10.75,10.75,0,0,0,0,7.53,5.38,12.9,13.98,5.38,5.38,2.15,18.28,8.6,3.23,0,1.08,1.08,4.3,1.08,3.23,0,2.15,0,1.08,0,0,0,0,7.53,1.08,1.08,0,1.08,2.15,2.15,0,0,0,0,0,0,0,0,0,7.53,0,0,4.3,2.15,1.08,13.98,3.23,1.08,19.35,2.15,15.05,4.3,2.15,4.3,2.15,1.08,0,0,0,0,0,0,0,0,11.83,6.45,4.3,0,0,0,0,0,0,1.08,0,0
d_james_20.txt,301,45.93,15.15,96.07,25.77,16.72,18.27,90.37,58.8,17.28,11.96,11.3,0,0,0,0.66,5.32,6.98,12.96,8.97,7.64,6.31,1.66,15.28,4.65,1.66,1.33,0.33,1.99,6.64,2.99,2.99,0.33,0.66,1,4.98,0,1,0.33,0.33,9.3,2.33,0,1.66,1.66,1.99,2.33,3.99,1,0.66,1,0.66,0.33,0.33,0,0,2.99,0.33,0.66,1,0.66,0.33,8.31,3.99,0.66,17.28,2.66,9.3,6.31,1.99,1.99,1.33,1.66,0,0,0.66,0,0,0,0.66,0,16.28,5.98,4.98,0,0,0,0,0.66,3.99,0.66,0,0
d_james_3.txt,260,78.16,20.95,76.75,62.24,20,18.08,85.77,56.54,12.31,8.08,5.38,0,1.15,1.15,0.38,4.23,10.38,15,6.54,5,8.46,2.69,11.15,3.46,2.31,2.31,1.54,0.77,3.46,2.69,0.77,0,0.38,0.38,5,0.38,0,0,1.54,12.69,1.15,1.54,2.69,1.92,1.54,5.77,1.92,0,0.77,0.38,2.69,0.77,1.54,0,0.77,2.69,0,0.38,2.31,0,0,5,4.62,1.15,16.92,1.92,9.62,5.77,3.08,0.77,1.15,1.15,0.38,0,0.77,0.38,0,0,0.38,0,14.62,5.38,9.23,0,0,0,0,0,0,0,0,0
d_james_4.txt,74,75.57,55.37,15.32,1,14.8,20.27,91.89,56.76,6.76,5.41,1.35,0,2.7,0,1.35,1.35,13.51,12.16,9.46,6.76,9.46,4.05,13.51,6.76,6.76,0,0,4.05,6.76,0,6.76,1.35,1.35,0,8.11,0,1.35,0,0,12.16,0,1.35,2.7,2.7,1.35,4.05,1.35,0,1.35,0,0,0,0,0,0,6.76,0,1.35,2.7,0,2.7,4.05,6.76,2.7,12.16,1.35,6.76,5.41,2.7,1.35,1.35,1.35,0,0,0,0,0,0,0,0,8.11,6.76,0,0,0,0,0,0,0,1.35,0,0
d_james_5.txt,75,62.61,65.56,91.75,25.77,12.5,12,94.67,54.67,10.67,6.67,1.33,5.33,0,0,0,4,8,14.67,6.67,8,9.33,4,14.67,10.67,1.33,0,0,4,5.33,2.67,2.67,0,1.33,0,8,0,0,0,0,6.67,0,0,0,0,2.67,4,1.33,1.33,0,0,1.33,0,0,0,1.33,10.67,6.67,1.33,1.33,1.33,0,5.33,6.67,2.67,24,5.33,13.33,9.33,4,4,1.33,0,0,0,0,0,0,0,0,0,10.67,6.67,2.67,0,0,0,0,0,0,1.33,0,0
d_james_6.txt,122,92.01,20.62,96.59,7.09,15.25,14.75,91.8,54.1,13.93,10.66,9.84,0,0,0.82,0,3.28,11.48,15.57,7.38,2.46,3.28,0.82,15.57,4.92,1.64,0.82,3.28,3.28,6.56,2.46,4.1,0.82,0,0,2.46,0,0,0.82,0,8.2,4.1,0.82,0.82,0.82,2.46,0,0.82,0,0,0.82,1.64,0,0,0,1.64,5.74,0,1.64,2.46,0.82,1.64,9.02,4.1,0,19.67,3.28,13.11,4.1,1.64,6.56,2.46,0,0,0,0,0,0,0,0,0,12.3,6.56,4.92,0,0,0,0,0.82,0,0,0,0
d_james_7.txt,86,70.92,32.1,93.79,98.75,14.33,18.6,88.37,55.81,13.95,9.3,6.98,0,2.33,0,0,4.65,6.98,15.12,11.63,2.33,4.65,2.33,19.77,6.98,5.81,1.16,1.16,0,8.14,6.98,1.16,0,0,0,4.65,0,0,0,0,8.14,1.16,0,1.16,1.16,2.33,2.33,3.49,1.16,1.16,1.16,1.16,0,0,0,0,5.81,1.16,2.33,1.16,3.49,0,3.49,11.63,2.33,20.93,5.81,12.79,5.81,2.33,4.65,1.16,1.16,0,0,0,0,0,0,0,0,8.14,6.98,0,0,0,0,0,0,0,1.16,0,0
d_james_8.txt,148,84.86,75.05,71.04,64.2,14.8,13.51,93.24,58.11,13.51,8.11,2.7,4.73,0,0,0.68,4.73,12.84,14.86,10.14,6.08,3.38,0.68,18.24,4.05,0.68,1.35,0.68,2.03,4.73,3.38,1.35,0,0.68,0,7.43,0,0,0,0.68,9.46,0.68,0,1.35,2.03,3.38,2.03,4.73,1.35,0,1.35,0.68,0.68,0,0,0,8.11,4.73,0,1.35,1.35,0.68,12.16,5.41,2.03,20.27,2.03,13.51,5.41,1.35,2.7,4.05,0.68,0,0,1.35,0,0,0.68,0.68,0,10.14,6.76,2.03,0,0,0,0,0,0,1.35,0,0
d_james_9.txt,67,61.48,18.53,30.32,25.77,9.57,22.39,91.04,59.7,5.97,4.48,1.49,0,1.49,0,1.49,1.49,10.45,11.94,10.45,10.45,4.48,7.46,13.43,2.99,1.49,0,0,2.99,7.46,2.99,2.99,1.49,0,0,7.46,0,1.49,0,0,16.42,0,0,2.99,2.99,4.48,8.96,4.48,1.49,1.49,1.49,1.49,0,0,0,1.49,4.48,1.49,0,2.99,0,0,1.49,8.96,0,10.45,1.49,7.46,2.99,0,7.46,4.48,0,0,0,0,0,0,0,0,0,17.91,8.96,5.97,0,0,0,1.49,1.49,0,0,0,0
d_monaco_1.txt,136,87.47,20.92,12.07,53.41,27.2,18.38,82.35,55.15,8.09,2.21,0.74,0,1.47,0,0,5.88,13.24,13.24,11.76,0.74,5.88,4.41,16.18,5.15,3.68,0.74,1.47,2.94,4.41,2.94,1.47,0,0,0.74,3.68,0,0.74,0,0,14.71,0,0.74,1.47,5.15,1.47,8.09,3.68,2.21,0,0,0.74,0,0.74,0,0,2.21,0.74,0.74,1.47,0,0,5.88,8.82,2.94,6.62,2.21,5.15,0,0.74,5.15,1.47,1.47,0,0,0,0,0,0,0,0,19.12,4.41,3.68,0,0,0,0.74,3.68,5.88,0.74,0,0
