Filename,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
d_hilton_19.txt,144,87.83,55.52,35.37,86.13,20.57,25,75,41.67,5.56,2.08,2.08,0,0,0,0,3.47,9.03,11.81,6.25,6.25,6.94,0,6.94,4.86,3.47,0,2.78,2.08,4.17,3.47,0,0,0,0,3.47,0,1.39,0,0,4.17,0,0,0,0,4.17,0,2.08,1.39,0.69,0,0.69,0,0.69,0,0,3.47,0.69,1.39,1.39,2.08,0,0.69,5.56,0.69,16.67,0.69,15.28,1.39,1.39,6.25,2.08,2.08,0,0,0.69,0,0,0,0.69,0,20.83,4.17,10.42,0,0,0,0.69,0.69,2.08,2.08,0,0.69
d_hilton_2.txt,59,60.02,50,56.85,57.83,14.75,23.73,79.66,52.54,15.25,11.86,3.39,3.39,0,0,5.08,3.39,5.08,13.56,8.47,5.08,5.08,1.69,13.56,8.47,6.78,0,0,5.08,1.69,1.69,0,0,0,0,8.47,0,0,0,0,11.86,0,1.69,0,5.08,0,6.78,1.69,0,0,1.69,0,0,0,0,0,3.39,3.39,0,0,0,0,3.39,8.47,1.69,11.86,1.69,6.78,3.39,1.69,1.69,0,3.39,0,0,0,0,0,0,0,0,10.17,6.78,3.39,0,0,0,0,0,0,0,0,0
d_hilton_20.txt,108,94.46,53.7,45.81,95.19,15.43,17.59,92.59,51.85,7.41,2.78,0.93,0,0,0,1.85,4.63,14.81,12.96,6.48,3.7,7.41,0.93,10.19,2.78,0.93,1.85,0,0.93,4.63,4.63,0,0,0,0,5.56,0,1.85,0,0,8.33,0,1.85,1.85,0,1.85,2.78,4.63,2.78,0,0,2.78,0,0,0,2.78,6.48,0,1.85,3.7,0.93,0,0.93,8.33,0,18.52,0.93,14.81,2.78,5.56,3.7,1.85,0,0,0,0,0,0,0,0,0,8.33,5.56,1.85,0,0,0,0.93,0,0,0,0,0
d_hilton_3.txt,56,94.41,57.1,30.01,99,9.33,23.21,91.07,55.36,12.5,5.36,5.36,0,0,0,0,7.14,12.5,16.07,8.93,1.79,3.57,0,17.86,8.93,3.57,1.79,0,0,8.93,7.14,0,0,0,0,7.14,0,1.79,0,0,8.93,3.57,0,1.79,1.79,1.79,0,7.14,3.57,0,3.57,1.79,1.79,0,0,0,7.14,3.57,0,3.57,0,0,7.14,5.36,0,10.71,1.79,10.71,0,1.79,7.14,7.14,0,0,0,0,0,0,0,0,0,10.71,8.93,0,0,0,0,1.79,0,0,0,0,0
d_hilton_4.txt,165,90.15,25.24,66.98,48.24,23.57,18.79,81.21,49.7,8.48,6.06,5.45,0,0,0,0.61,2.42,13.33,12.12,5.45,4.24,8.48,1.21,9.09,5.45,4.24,1.82,1.82,0.61,3.03,1.82,0.61,0,0,0,2.42,0,0.61,0,0.61,4.24,1.21,0,1.21,0,0,2.42,0.61,0,0,0,1.82,0,0.61,0,1.21,4.85,0.61,0.61,2.42,0.61,0.61,6.67,3.64,1.21,15.76,3.64,9.09,4.85,3.64,4.85,1.82,0,0,0,0.61,0,0,0,0.61,0,9.09,4.24,3.64,0,0,0,0,0.61,0,0.61,0,0
d_hilton_5.txt,40,92.84,89.42,27.99,99,10,27.5,90,50,2.5,2.5,0,2.5,0,0,0,0,17.5,7.5,12.5,5,5,0,17.5,12.5,0,0,0,0,15,12.5,0,0,0,0,10,0,2.5,0,0,2.5,0,0,0,0,2.5,0,2.5,0,0,2.5,0,0,0,0,0,12.5,7.5,2.5,2.5,0,0,12.5,2.5,0,17.5,10,10,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,12.5,7.5,2.5,0,0,0,2.5,0,0,0,0,0
d_hilton_6.txt,65,87.18,43.89,33.6,99,13,23.08,83.08,46.15,9.23,4.62,4.62,0,0,0,0,4.62,7.69,13.85,7.69,3.08,6.15,0,15.38,9.23,3.08,1.54,1.54,0,9.23,9.23,0,0,0,0,4.62,1.54,0,1.54,0,4.62,0,0,1.54,3.08,0,1.54,1.54,1.54,0,0,1.54,0,0,0,1.54,7.69,1.54,1.54,1.54,3.08,0,6.15,6.15,1.54,13.85,4.62,7.69,3.08,3.08,9.23,0,0,0,0,3.08,0,0,0,3.08,0,9.23,7.69,1.54,0,0,0,0,0,0,0,0,0
d_hilton_7.txt,115,83.33,91.79,49.13,99,14.38,19.13,80.87,52.17,13.04,8.7,1.74,6.96,0,0,0,4.35,11.3,12.17,8.7,3.48,4.35,0.87,13.91,3.48,0.87,0,0,0,6.96,6.96,0,0,0,0,10.43,0.87,0,0,0,6.09,0.87,1.74,0.87,0.87,0.87,0.87,0.87,0,0.87,0,1.74,0,0,0,0,12.17,9.57,0.87,0.87,0.87,0,6.09,6.09,0.87,18.26,4.35,11.3,5.22,2.61,1.74,2.61,1.74,0,0,0.87,0,0,0,0.87,0,13.91,6.96,4.35,0,0,0,0,0.87,0,0,1.74,0
d_hilton_8.txt,103,55.83,14.27,80.75,99,12.88,17.48,86.41,56.31,12.62,9.71,9.71,0,0,0,0,2.91,9.71,10.68,10.68,8.74,5.83,0.97,13.59,5.83,0.97,0.97,0.97,2.91,6.8,6.8,0,0,0,0,0.97,0,0,0,0,4.85,0.97,0,0,2.91,0,0.97,0.97,0.97,0,0,0.97,0,0,0,0.97,4.85,0.97,0,1.94,2.91,0,7.77,3.88,0.97,14.56,0.97,11.65,2.91,2.91,2.91,2.91,0,0,0,1.94,0,0,1.94,0,0,16.5,10.68,5.83,0,0,0,0,0,0,0,0,0
d_hilton_9.txt,97,52.61,15.12,99,81.5,16.17,21.65,88.66,50.52,9.28,8.25,7.22,0,0,0,1.03,1.03,7.22,9.28,7.22,6.19,10.31,3.09,11.34,10.31,1.03,0,0,1.03,7.22,5.15,2.06,0,0,0,4.12,1.03,0,1.03,0,8.25,0,0,1.03,2.06,2.06,4.12,1.03,1.03,0,0,3.09,2.06,0,0,1.03,4.12,1.03,0,1.03,1.03,1.03,3.09,6.19,1.03,25.77,3.09,18.56,6.19,0,6.19,3.09,1.03,0,0,0,0,0,0,0,0,13.4,5.15,4.12,0,1.03,0,0,0,0,2.06,0,1.03
d_james_1.txt,276,57.78,54.33,57.29,95.57,13.8,17.75,90.22,56.16,16.3,9.78,6.52,2.9,0.36,0,0,6.52,7.97,13.04,9.78,5.07,5.8,1.81,17.39,5.07,1.09,1.45,0.72,2.54,6.88,5.43,0.72,0,0,0.36,9.42,0.36,1.45,0,1.09,11.59,1.09,1.81,0.72,2.9,1.81,3.26,3.62,1.45,1.09,0,5.07,0,0,0,3.99,9.78,5.8,0.72,1.81,1.81,0,8.7,6.52,0.36,11.96,2.54,7.97,2.17,1.09,3.26,2.17,0.36,0,0,0.36,0,0,0.36,0,0,10.87,6.88,1.09,0,0,0.36,0,0,0,2.54,0,0
d_james_10.txt,85,38.18,14.48,97.63,99,14.17,15.29,90.59,57.65,15.29,10.59,10.59,0,0,0,0,3.53,8.24,12.94,12.94,9.41,7.06,1.18,22.35,9.41,4.71,1.18,0,1.18,7.06,7.06,0,0,0,0,3.53,0,0,0,0,9.41,2.35,0,1.18,1.18,2.35,2.35,1.18,1.18,0,0,0,0,0,0,0,3.53,0,2.35,2.35,2.35,0,3.53,17.65,0,18.82,5.88,14.12,2.35,3.53,2.35,3.53,0,0,0,0,0,0,0,0,0,10.59,7.06,0,0,0,0,0,0,0,3.53,0,0
d_james_11.txt,147,88.89,50,50.59,95.81,14.7,17.01,90.48,53.74,12.24,8.16,6.8,0.68,0,0,0.68,4.08,12.24,13.61,6.8,6.12,4.08,0,11.56,5.44,2.04,0.68,1.36,2.04,4.76,4.76,0,0,0,0,6.8,0,0,0,0,7.48,0.68,0.68,2.04,2.04,2.04,0.68,1.36,0.68,0,0.68,2.72,0,0,0,2.72,7.48,3.4,2.04,4.08,1.36,0,4.76,8.16,0,14.97,1.36,8.84,4.76,6.8,5.44,1.36,2.04,0,0,0,0,0,0,0,0,15.65,5.44,6.12,0,0,0,4.08,0,0,0,0,0
d_james_12.txt,101,85.09,31.03,99,99,16.83,23.76,86.14,49.5,13.86,13.86,10.89,0,0,0,2.97,0,5.94,16.83,6.93,1.98,5.94,0,11.88,6.93,1.98,0,1.98,1.98,6.93,6.93,0,0,0,0,5.94,0.99,0,0.99,0,2.97,0,0,0,1.98,0.99,0,3.96,0.99,0,0.99,0.99,0,0,0,0.99,1.98,0.99,0.99,0,0.99,0,6.93,0.99,1.98,24.75,3.96,12.87,9.9,1.98,1.98,4.95,0,0,0,0,0,0,0,0,0,9.9,5.94,0.99,0,0,0,0,0.99,0,1.98,0,0
d_james_13.txt,114,97.13,93.19,67.26,99,14.25,21.93,87.72,48.25,11.4,8.77,2.63,5.26,0,0,0.88,2.63,14.04,14.04,4.39,1.75,3.51,0.88,12.28,4.39,0,1.75,1.75,1.75,6.14,6.14,0,0,0,0,14.04,1.75,0,0.88,0,5.26,0.88,0.88,0,0,2.63,0.88,0.88,0.88,0,0,2.63,0,0,0,2.63,11.4,6.14,0,2.63,2.63,0,7.89,4.39,0,19.3,3.51,8.77,8.77,0.88,7.89,1.75,0.88,0,0,0,0,0,0,0,0,13.16,7.02,1.75,0,0,0,0,0,1.75,2.63,0,0
d_james_14.txt,56,67.14,85.81,13.15,97.85,14,14.29,96.43,58.93,14.29,10.71,5.36,5.36,0,0,0,3.57,5.36,17.86,12.5,1.79,8.93,0,21.43,10.71,3.57,0,0,7.14,5.36,5.36,0,0,0,0,12.5,0,1.79,0,0,14.29,0,0,5.36,1.79,7.14,1.79,0,0,0,0,0,0,0,0,0,14.29,10.71,0,3.57,0,0,14.29,5.36,3.57,12.5,3.57,8.93,1.79,3.57,5.36,0,0,0,0,0,0,0,0,0,0,8.93,5.36,1.79,0,0,0,1.79,0,0,0,0,0
d_james_15.txt,122,91.1,81.64,62.75,96.45,13.56,18.85,81.97,48.36,9.84,9.02,4.1,0,4.92,0,0,0.82,9.02,14.75,4.1,4.92,6.56,0,12.3,7.38,0.82,0,0.82,2.46,4.92,4.92,0,0,0,0,8.2,0,0,0,0,9.84,1.64,0,3.28,0,4.92,0,3.28,0.82,0,2.46,2.46,0.82,0,0,0,5.74,3.28,2.46,0,0,0,1.64,9.02,1.64,20.49,4.1,13.93,5.74,0.82,3.28,2.46,0.82,0,0,2.46,0,0,1.64,0.82,0,11.48,5.74,3.28,0,0,0.82,0,0.82,0,0.82,0,0
d_james_16.txt,268,91.68,68.61,51.79,99,24.36,26.87,85.82,50,10.45,4.85,2.24,1.49,0,0,1.12,5.6,8.58,17.16,4.85,3.73,7.84,0,10.07,6.34,3.36,0.75,0,1.49,8.21,8.21,0,0,0,0,8.21,0.37,1.87,0,0,8.96,1.87,0.75,0.37,1.49,2.24,2.61,2.24,0.37,0.37,0.37,1.49,0.37,0.37,0.37,0.37,4.48,2.61,0.37,0.75,1.49,0,3.36,4.85,1.12,14.93,2.99,10.45,2.99,2.24,4.1,1.49,1.12,0,0,0.37,0,0,0,0.37,0,17.91,3.73,9.33,0.37,0,0,0.37,2.61,0,1.49,0,0
d_james_17.txt,140,94.69,19.58,94.71,98.56,20,20.71,87.14,52.14,12.14,10,9.29,0,0.71,0,0,2.14,10,17.86,5.71,2.14,4.29,1.43,10.71,5.71,2.14,1.43,0,2.14,5.71,5.71,0,0,0,0,4.29,0,0.71,0,0,7.86,1.43,1.43,1.43,0,1.43,2.86,2.14,0.71,0,0.71,0.71,0,0,0,0.71,7.14,1.43,2.86,3.57,0,0,7.14,4.29,0.71,18.57,2.14,14.29,4.29,5.71,3.57,1.43,1.43,0,0,0,0,0,0,0,0,13.57,5,4.29,0.71,0,0,0,0,2.86,0.71,0,0
d_james_18.txt,51,85.18,34.73,66.34,99,17,19.61,90.2,50.98,3.92,1.96,1.96,0,0,0,0,1.96,11.76,11.76,9.8,3.92,11.76,0,13.73,9.8,3.92,0,0,5.88,7.84,7.84,0,0,0,0,0,0,0,0,0,9.8,0,0,1.96,1.96,3.92,1.96,0,0,0,0,0,0,0,0,0,11.76,0,7.84,1.96,1.96,0,9.8,7.84,0,21.57,0,9.8,11.76,7.84,3.92,1.96,1.96,0,0,1.96,0,0,0,1.96,0,13.73,5.88,5.88,0,0,0,0,1.96,0,0,0,0
d_james_19.txt,105,94.5,89.2,82.75,98.56,21,23.81,86.67,55.24,12.38,9.52,2.86,5.71,0,0,0.95,2.86,11.43,17.14,8.57,0,5.71,0,15.24,6.67,1.9,0,0,0,5.71,5.71,0,0,0,0,10.48,1.9,0,0,0.95,7.62,2.86,0.95,1.9,0.95,1.9,0.95,1.9,0,0.95,0,0.95,0,0,0,0.95,10.48,7.62,0,0,1.9,0.95,9.52,1.9,0.95,21.9,2.86,14.29,6.67,1.9,3.81,4.76,0.95,0,0,0,0,0,0,0,0,9.52,4.76,1.9,0,0,0,0,0,1.9,0.95,0,0
d_james_2.txt,118,97.39,22.28,81.01,92.9,19.67,21.19,83.9,52.54,7.63,5.93,5.93,0,0,0,0,1.69,14.41,16.1,5.93,1.69,6.78,1.69,11.86,3.39,1.69,0,0,0,5.93,5.08,0.85,0.85,0,0,2.54,0,0,0,0,8.47,1.69,0.85,0,2.54,1.69,2.54,0,0,0,0,3.39,0,0,0,2.54,3.39,0.85,1.69,0,0.85,0,0,11.86,0,16.1,3.39,9.32,4.24,5.93,4.24,3.39,2.54,0,0,0,0,0,0,0,0,7.63,5.08,1.69,0,0,0,0,0,0,0.85,0,0
d_james_20.txt,101,91.82,46.04,48.61,96.57,16.83,14.85,90.1,52.48,4.95,0.99,0.99,0,0,0,0,3.96,11.88,13.86,9.9,3.96,7.92,0,13.86,5.94,1.98,0,0.99,2.97,4.95,4.95,0,0,0,0,0.99,0,0,0,0,3.96,0.99,0,0.99,0,0.99,0.99,2.97,0.99,0,1.98,2.97,1.98,0,0,0.99,4.95,0,0.99,2.97,0.99,0,0,9.9,0.99,18.81,1.98,12.87,4.95,1.98,7.92,0,0.99,0,0,0,0,0,0,0,0,13.86,5.94,5.94,0,0,0,0,0.99,0,0.99,0,0
d_james_3.txt,287,66.25,63.63,75.22,89.72,17.94,18.12,92.68,60.63,13.59,10.45,4.88,4.18,0.35,0.7,0.35,3.14,10.1,13.94,9.41,6.27,6.97,2.44,15.68,3.48,0.7,0.7,0.35,1.05,5.57,4.53,0.7,0.35,0,0,10.45,1.05,0.35,0,1.74,12.54,1.39,0.35,2.44,2.44,3.14,4.18,2.09,0.35,1.05,0.7,1.05,0.35,0.35,0,0.35,10.45,6.97,0.7,1.05,2.09,0,9.41,5.23,1.05,17.77,3.14,10.1,5.57,1.74,2.44,2.79,0.7,0,0,0,0,0,0,0,0,8.71,5.57,3.14,0,0,0,0,0,0,0,0,0
d_james_4.txt,54,34.9,82.28,4.97,99,9,14.81,90.74,53.7,20.37,9.26,3.7,0,5.56,0,0,11.11,5.56,9.26,11.11,1.85,7.41,0,14.81,9.26,1.85,0,0,0,12.96,12.96,0,0,0,0,9.26,0,0,0,0,9.26,3.7,0,5.56,1.85,0,1.85,0,0,0,0,1.85,0,0,0,0,9.26,1.85,3.7,1.85,5.56,0,1.85,12.96,0,7.41,1.85,5.56,0,5.56,7.41,1.85,1.85,0,0,0,0,0,0,0,0,14.81,3.7,3.7,0,0,0,7.41,0,0,0,0,0
d_james_5.txt,76,97.31,50,33.36,99,12.67,10.53,90.79,59.21,9.21,3.95,3.95,0,0,0,0,5.26,15.79,17.11,10.53,2.63,2.63,1.32,14.47,5.26,2.63,0,2.63,0,6.58,6.58,0,0,0,0,6.58,2.63,0,0,0,5.26,0,0,1.32,1.32,1.32,1.32,0,0,0,0,0,0,0,0,0,7.89,2.63,2.63,2.63,5.26,0,1.32,10.53,0,14.47,1.32,13.16,1.32,1.32,10.53,3.95,0,0,1.32,0,0,0,0,0,0,9.21,6.58,1.32,0,0,0,1.32,0,0,0,0,0
d_james_6.txt,33,64.89,61.92,51.41,99,11,21.21,96.97,57.58,18.18,6.06,6.06,0,0,0,0,12.12,9.09,12.12,6.06,6.06,6.06,0,12.12,15.15,3.03,0,0,3.03,9.09,9.09,0,0,0,0,9.09,0,0,0,0,6.06,0,3.03,0,3.03,0,0,6.06,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,3.03,0,15.15,3.03,12.12,0,0,6.06,3.03,0,0,0,0,0,0,0,0,0,12.12,9.09,3.03,0,0,0,0,0,0,0,0,0
d_james_7.txt,79,64.79,89.71,61.71,99,11.29,16.46,87.34,56.96,13.92,12.66,5.06,7.59,0,0,0,1.27,8.86,13.92,10.13,5.06,7.59,1.27,16.46,8.86,3.8,0,0,1.27,7.59,7.59,0,0,0,0,11.39,1.27,0,0,1.27,8.86,3.8,2.53,1.27,0,1.27,0,1.27,1.27,0,0,1.27,0,0,0,0,12.66,10.13,0,1.27,1.27,0,5.06,7.59,3.8,15.19,2.53,10.13,6.33,1.27,3.8,1.27,1.27,0,0,0,0,0,0,0,0,15.19,2.53,3.8,0,0,0,7.59,0,0,1.27,0,0
d_james_8.txt,162,83.63,57.35,58.07,99,13.5,18.52,86.42,50,7.41,3.7,1.23,1.85,0.62,0,0,3.7,9.26,14.81,9.26,7.41,5.56,1.23,13.58,5.56,2.47,0.62,1.23,3.7,6.17,6.17,0,0,0,0,3.7,0,0,0,0,7.41,0,1.23,0.62,3.09,1.23,1.85,2.47,1.23,0,1.23,2.47,0.62,0,0,1.85,4.94,1.85,1.23,1.85,1.23,0,1.23,9.88,0,19.75,3.7,16.05,2.47,3.09,4.94,3.09,1.23,0,0,1.23,0,0,1.23,0,0,16.67,6.17,4.32,0,0.62,0.62,0.62,3.09,0,0.62,0,0.62
d_james_9.txt,33,39.45,38.08,2.4,99,6.6,9.09,90.91,54.55,9.09,0,0,0,0,0,0,9.09,9.09,6.06,12.12,12.12,6.06,0,18.18,9.09,0,3.03,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,6.06,0,0,0,3.03,0,3.03,3.03,3.03,0,0,0,0,0,0,0,12.12,0,3.03,3.03,9.09,0,12.12,6.06,0,6.06,3.03,3.03,0,3.03,12.12,3.03,0,0,0,0,0,0,0,0,0,24.24,6.06,3.03,0,0,0,6.06,0,0,0,6.06,3.03
d_monaco_1.txt,139,90.48,61.34,67.6,98.64,13.9,31.65,82.73,38.13,7.19,4.32,3.6,0,0,0,0.72,2.88,5.76,12.23,6.47,2.16,3.6,0.72,10.07,2.88,1.44,0,0.72,2.88,5.76,5.76,0,0,0,0,8.63,1.44,0.72,0,0,6.47,1.44,0,0,3.6,1.44,1.44,2.16,0.72,0.72,0,5.04,0.72,0,0,4.32,7.91,2.16,3.6,2.88,1.44,0,1.44,7.19,0.72,17.27,2.88,12.23,2.88,2.88,7.19,2.88,1.44,0,0,0,0,0,0,0,0,11.51,7.19,2.88,0,0,0,0,0.72,0,0.72,0,0
d_monaco_10.txt,170,87.04,25.87,84.38,98.87,17,18.24,87.65,50.59,12.94,10,8.82,0,0,0,1.18,2.94,12.94,12.35,8.24,3.53,5.29,0,15.88,5.88,1.76,0,0.59,2.35,6.47,5.88,0,0,0,0,4.12,0,0.59,0,0,8.82,1.18,1.18,1.18,1.18,3.53,1.76,0.59,0,0.59,0,4.71,0,1.18,0,3.53,4.71,1.18,0.59,1.18,1.76,0,5.29,8.24,0.59,16.47,2.94,10.59,4.71,2.35,5.29,0.59,0.59,0,0,0,0,0,0,0,0,14.12,5.88,3.53,0,0,0,0,1.76,0,2.94,0,0
d_monaco_11.txt,100,67.87,21.18,69.14,63.69,12.5,17,82,50,11,6,6,0,0,0,0,5,7,12,10,6,4,2,15,5,1,1,1,2,6,4,2,1,0,0,1,0,0,0,0,6,1,1,0,2,1,1,1,0,0,1,4,1,0,0,3,1,0,0,1,0,0,5,8,2,16,3,11,4,1,10,3,0,0,0,0,0,0,0,0,0,19,8,6,0,0,0,0,1,2,2,0,0
d_monaco_12.txt,47,10.19,33.52,92.84,99,9.4,10.64,91.49,61.7,21.28,17.02,12.77,0,4.26,0,0,4.26,4.26,10.64,10.64,12.77,6.38,2.13,23.4,6.38,2.13,0,0,2.13,8.51,8.51,0,0,0,0,8.51,0,0,0,0,8.51,0,2.13,2.13,0,2.13,2.13,2.13,0,0,2.13,2.13,2.13,0,0,0,0,0,0,0,0,0,10.64,10.64,2.13,17.02,4.26,14.89,2.13,0,0,6.38,0,0,0,2.13,0,0,0,2.13,0,17.02,0,4.26,0,0,0,10.64,0,0,2.13,0,0
